,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8
Rater_1,Person_71,2,1,2,2,1,1,0,0
Rater_1,Person_72,4,1,2,0,2,1,1,1
Rater_1,Person_73,2,1,2,0,0,1,1,3
Rater_1,Person_74,3,4,4,4,3,3,2,4
Rater_1,Person_75,2,4,4,1,2,3,2,2
Rater_1,Person_76,3,4,4,2,4,3,3,4
Rater_1,Person_77,2,1,2,2,4,1,3,0
Rater_1,Person_78,4,3,2,2,4,2,2,3
Rater_1,Person_79,4,3,4,4,4,3,4,4
Rater_1,Person_80,3,3,1,2,4,1,1,2
Rater_1,Person_81,5,4,4,3,4,4,2,1
Rater_1,Person_82,2,2,4,2,3,1,0,0
Rater_1,Person_83,1,1,1,3,4,2,1,3
Rater_1,Person_84,2,2,3,2,3,3,1,1
Rater_1,Person_85,1,2,2,1,1,0,1,0
Rater_1,Person_86,5,3,5,3,3,4,3,3
Rater_1,Person_87,4,2,2,0,3,2,2,2
Rater_1,Person_88,4,2,2,1,3,2,2,2
Rater_1,Person_89,4,4,5,1,4,1,3,3
Rater_1,Person_90,5,4,5,4,3,3,2,3
Rater_1,Person_91,4,4,5,1,3,3,3,4
Rater_1,Person_92,2,3,4,2,2,2,1,1
Rater_1,Person_93,4,1,3,1,5,0,2,3
Rater_1,Person_94,4,4,4,1,4,1,2,1
Rater_1,Person_95,1,1,1,0,0,1,1,0
Rater_1,Person_96,1,3,1,0,1,0,0,0
Rater_1,Person_97,2,0,2,0,2,1,0,1
Rater_1,Person_98,1,2,2,1,2,1,2,2
Rater_1,Person_99,4,3,3,4,4,4,2,2
Rater_1,Person_100,3,1,3,1,3,2,1,0
Rater_1,Person_101,4,2,2,0,3,2,1,2
Rater_1,Person_102,3,4,4,5,5,3,3,4
Rater_1,Person_103,2,2,3,1,3,1,2,2
Rater_1,Person_104,3,3,3,1,4,3,2,3
Rater_1,Person_105,2,2,2,1,3,1,1,2
Rater_1,Person_106,3,2,4,4,4,1,1,3
Rater_1,Person_107,2,3,2,0,3,2,1,1
Rater_1,Person_108,2,1,4,2,2,2,1,1
Rater_1,Person_109,5,3,5,3,4,3,3,3
Rater_1,Person_110,0,0,1,1,1,0,1,0
Rater_1,Person_111,4,5,3,3,3,2,1,3
Rater_1,Person_112,4,3,3,2,3,4,1,4
Rater_1,Person_113,4,2,4,3,5,2,1,3
Rater_1,Person_114,1,1,2,1,1,0,0,0
Rater_1,Person_115,5,3,3,3,3,2,1,2
Rater_1,Person_116,3,3,3,1,4,3,2,2
Rater_1,Person_117,3,4,1,3,3,3,2,1
Rater_1,Person_118,2,2,4,3,3,3,1,2
Rater_1,Person_119,5,4,4,5,5,4,4,4
Rater_1,Person_120,4,2,2,1,3,3,1,2
Rater_1,Person_121,2,1,3,3,3,0,1,2
Rater_1,Person_122,3,3,4,1,5,3,2,3
Rater_1,Person_123,3,4,4,3,4,4,3,1
Rater_1,Person_124,5,5,5,4,5,4,4,3
Rater_1,Person_125,3,5,5,4,4,4,2,3
Rater_1,Person_126,3,4,1,4,4,3,1,2
Rater_1,Person_127,4,5,3,4,5,3,4,4
Rater_1,Person_128,2,2,2,1,3,0,0,1
Rater_1,Person_129,3,2,2,0,1,2,1,1
Rater_1,Person_130,2,2,2,1,2,1,1,2
Rater_1,Person_131,4,2,3,2,3,1,2,1
Rater_1,Person_132,1,1,1,2,0,1,0,1
Rater_1,Person_133,5,5,4,3,5,3,2,3
Rater_1,Person_134,3,5,2,2,2,2,1,2
Rater_1,Person_135,2,1,1,0,0,0,0,1
Rater_1,Person_136,2,1,2,2,1,1,1,0
Rater_1,Person_137,4,4,4,2,5,2,1,3
Rater_1,Person_138,5,3,5,3,4,3,4,3
Rater_1,Person_139,5,5,5,4,5,5,5,5
Rater_1,Person_140,5,5,4,5,5,4,5,5
Rater_1,Person_141,3,3,4,3,5,3,0,1
Rater_1,Person_142,4,1,2,0,4,0,0,2
Rater_1,Person_143,2,0,1,0,0,0,0,0
Rater_1,Person_144,5,2,4,3,4,1,3,1
Rater_1,Person_145,2,1,1,0,1,2,0,1
Rater_1,Person_146,3,1,1,1,3,2,1,2
Rater_1,Person_147,3,3,4,1,3,0,1,3
Rater_1,Person_148,4,4,1,2,3,1,0,3
Rater_1,Person_149,5,5,5,4,4,3,3,3
Rater_1,Person_150,4,2,3,1,2,3,3,3
Rater_1,Person_151,4,1,3,1,3,3,2,1
Rater_1,Person_152,2,2,3,0,3,0,1,2
Rater_1,Person_153,1,1,1,0,0,1,0,1
Rater_1,Person_154,4,2,3,1,4,0,1,1
Rater_1,Person_155,4,4,2,1,3,2,1,1
Rater_1,Person_156,5,5,4,4,4,4,4,4
Rater_1,Person_157,4,3,4,3,3,4,3,2
Rater_1,Person_158,4,3,5,4,3,4,4,4
Rater_1,Person_159,3,1,2,1,4,2,1,2
Rater_1,Person_160,3,2,3,1,1,2,1,0
Rater_1,Person_161,2,1,2,0,3,1,1,1
Rater_1,Person_162,3,3,2,1,3,2,1,2
Rater_1,Person_163,5,5,5,3,5,4,4,2
Rater_1,Person_164,2,1,1,0,2,2,3,1
Rater_1,Person_165,4,4,4,3,3,4,4,3
Rater_1,Person_166,1,0,1,0,3,1,1,1
Rater_1,Person_167,3,4,4,4,5,4,4,2
Rater_1,Person_168,4,3,3,3,4,2,3,1
Rater_1,Person_169,4,2,2,2,4,1,2,2
Rater_1,Person_170,4,4,3,1,4,1,2,4
Rater_1,Person_171,3,0,4,2,2,1,2,1
Rater_1,Person_172,4,4,4,3,4,3,1,2
Rater_1,Person_173,3,1,3,1,1,2,1,1
Rater_1,Person_174,3,1,2,1,2,1,0,0
Rater_1,Person_175,1,2,2,1,3,0,1,1
Rater_1,Person_176,3,4,5,3,3,2,3,1
Rater_1,Person_177,4,4,5,5,4,4,4,4
Rater_1,Person_178,5,3,2,1,4,1,2,2
Rater_1,Person_179,3,2,4,3,4,2,2,2
Rater_1,Person_180,4,3,2,3,3,2,2,3
Rater_1,Person_181,4,3,4,2,3,4,3,4
Rater_1,Person_182,2,4,4,1,4,2,2,1
Rater_1,Person_183,2,3,2,2,3,1,1,3
Rater_1,Person_184,5,4,4,3,5,4,2,5
Rater_1,Person_185,4,2,5,2,4,2,2,2
Rater_1,Person_186,5,4,4,4,5,5,2,4
Rater_1,Person_187,4,3,4,2,4,2,3,1
Rater_1,Person_188,1,2,1,1,0,0,0,1
Rater_1,Person_189,3,2,3,1,3,0,1,1
Rater_1,Person_190,4,4,4,4,4,4,4,4
Rater_1,Person_191,5,5,5,5,4,5,5,5
Rater_1,Person_192,2,3,3,1,4,1,2,3
Rater_1,Person_193,3,1,3,1,3,2,1,1
Rater_1,Person_194,5,5,4,3,4,5,4,4
Rater_1,Person_195,3,2,2,0,2,0,1,0
Rater_1,Person_196,2,2,2,0,2,1,1,1
Rater_1,Person_197,5,4,4,1,4,3,1,3
Rater_1,Person_198,4,3,4,4,3,1,1,3
Rater_1,Person_199,3,4,2,3,3,3,1,2
Rater_1,Person_200,3,4,2,2,2,1,0,3
Rater_2,Person_1,4,4,4,2,1,0,2,2
Rater_2,Person_2,1,0,3,0,1,1,0,0
Rater_2,Person_3,2,3,3,3,5,3,3,3
Rater_2,Person_4,4,4,4,3,5,4,3,2
Rater_2,Person_5,1,1,0,0,2,0,0,0
Rater_2,Person_6,2,3,3,0,3,0,1,0
Rater_2,Person_7,4,3,5,1,2,4,3,1
Rater_2,Person_8,3,3,3,1,2,1,0,1
Rater_2,Person_9,4,3,3,2,5,3,1,4
Rater_2,Person_10,3,1,2,0,1,0,2,1
Rater_2,Person_11,4,5,5,3,4,3,3,2
Rater_2,Person_12,3,5,3,5,3,2,5,2
Rater_2,Person_13,2,2,1,2,5,1,1,2
Rater_2,Person_14,5,4,5,3,5,3,2,3
Rater_2,Person_15,4,4,2,2,4,3,3,3
Rater_2,Person_16,1,1,3,0,2,0,1,1
Rater_2,Person_17,3,4,3,0,5,4,2,3
Rater_2,Person_18,3,2,1,1,2,0,0,0
Rater_2,Person_19,5,3,4,4,3,3,4,4
Rater_2,Person_20,3,4,3,3,3,2,1,2
Rater_2,Person_21,5,2,3,1,4,4,2,2
Rater_2,Person_22,3,1,3,1,2,3,1,1
Rater_2,Person_23,5,5,4,2,5,3,3,4
Rater_2,Person_24,3,2,2,0,5,2,1,3
Rater_2,Person_25,3,0,5,1,2,2,1,0
Rater_2,Person_26,3,3,4,0,3,2,2,2
Rater_2,Person_27,3,3,2,3,4,2,3,3
Rater_2,Person_28,3,3,3,0,5,3,4,3
Rater_2,Person_29,5,3,5,2,4,3,3,2
Rater_2,Person_30,4,4,3,2,5,2,3,4
Rater_2,Person_31,5,5,5,4,5,4,3,5
Rater_2,Person_32,2,2,0,1,3,1,1,2
Rater_2,Person_33,3,4,1,2,4,3,2,2
Rater_2,Person_34,4,2,3,1,2,1,1,2
Rater_2,Person_35,5,5,3,0,3,3,2,3
Rater_2,Person_36,4,4,4,2,5,3,2,4
Rater_2,Person_37,2,4,1,1,4,2,3,1
Rater_2,Person_38,2,1,1,2,3,1,2,1
Rater_2,Person_39,3,2,2,0,3,0,1,1
Rater_2,Person_40,4,4,5,3,5,3,2,3
Rater_2,Person_41,3,5,2,2,2,2,3,3
Rater_2,Person_42,5,3,3,3,3,4,2,2
Rater_2,Person_43,4,2,1,2,2,2,0,2
Rater_2,Person_44,2,2,4,3,3,2,2,3
Rater_2,Person_45,5,0,3,1,3,1,3,3
Rater_2,Person_46,2,2,4,2,3,3,3,1
Rater_2,Person_47,5,3,5,4,4,3,3,4
Rater_2,Person_48,2,3,2,3,4,3,2,3
Rater_2,Person_49,5,4,5,3,5,3,2,3
Rater_2,Person_50,4,3,3,2,3,1,2,1
Rater_2,Person_51,3,5,3,2,2,3,3,2
Rater_2,Person_52,5,3,4,2,3,3,2,2
Rater_2,Person_53,0,0,3,0,2,0,0,0
Rater_2,Person_54,4,3,2,2,4,1,1,2
Rater_2,Person_55,3,0,2,1,3,2,3,1
Rater_2,Person_56,4,4,2,0,2,1,1,1
Rater_2,Person_57,3,3,3,1,2,0,3,2
Rater_2,Person_58,5,5,5,5,4,4,2,5
Rater_2,Person_59,3,2,3,1,0,2,1,1
Rater_2,Person_60,5,4,5,2,5,3,3,2
Rater_2,Person_61,1,0,2,1,2,0,0,0
Rater_2,Person_62,4,1,2,3,5,3,0,2
Rater_2,Person_63,3,3,3,2,3,0,3,1
Rater_2,Person_64,5,3,3,2,3,3,3,3
Rater_2,Person_65,4,4,5,3,5,3,3,2
Rater_2,Person_66,4,5,4,2,5,4,5,5
Rater_2,Person_67,2,0,4,1,4,1,0,2
Rater_2,Person_68,5,2,0,2,3,3,1,1
Rater_2,Person_69,4,3,3,2,5,3,3,3
Rater_2,Person_70,2,2,1,2,3,2,3,2
Rater_2,Person_71,2,3,0,1,2,0,1,0
Rater_2,Person_72,1,3,1,0,1,0,0,0
Rater_2,Person_73,3,1,0,0,1,1,0,0
Rater_2,Person_74,5,4,3,2,3,4,3,3
Rater_2,Person_75,3,3,3,2,3,2,2,2
Rater_2,Person_76,5,4,4,2,3,4,2,3
Rater_2,Person_77,2,1,2,1,3,2,0,1
Rater_2,Person_78,3,3,5,3,4,3,0,2
Rater_2,Person_79,5,5,4,2,4,2,2,4
Rater_2,Person_80,3,1,3,3,1,1,1,1
Rater_2,Person_81,5,3,4,4,3,1,1,3
Rater_2,Person_82,4,0,1,1,2,1,1,2
Rater_2,Person_83,4,3,2,2,3,1,2,2
Rater_2,Person_84,3,3,2,0,3,0,0,1
Rater_2,Person_85,1,1,1,0,3,0,0,0
Rater_2,Person_86,4,5,4,2,4,3,3,3
Rater_2,Person_87,3,0,3,1,3,1,1,1
Rater_2,Person_88,2,3,3,3,4,2,3,2
Rater_2,Person_89,3,3,4,2,4,4,3,2
Rater_2,Person_90,2,5,3,2,3,3,2,2
Rater_2,Person_91,3,5,3,4,3,4,3,5
Rater_2,Person_92,3,3,4,2,3,1,0,1
Rater_2,Person_93,4,3,1,2,3,0,0,2
Rater_2,Person_94,3,3,2,3,4,2,2,1
Rater_2,Person_95,1,0,0,0,0,1,0,1
Rater_2,Person_96,0,0,0,0,0,1,0,0
Rater_2,Person_97,2,1,2,1,2,2,0,0
Rater_2,Person_98,2,1,2,0,3,0,1,0
Rater_2,Person_99,3,3,3,3,3,2,1,2
Rater_2,Person_100,1,0,2,0,1,1,0,1
Rater_2,Person_101,3,3,3,0,3,2,2,1
Rater_2,Person_102,4,3,5,3,5,3,3,4
Rater_2,Person_103,3,2,3,1,2,1,1,1
Rater_2,Person_104,3,5,4,3,3,4,2,3
Rater_2,Person_105,2,0,2,0,0,0,1,0
Rater_2,Person_106,5,3,2,1,3,2,1,1
Rater_2,Person_107,2,0,3,1,1,0,1,1
Rater_2,Person_108,4,1,3,1,0,4,1,1
Rater_2,Person_109,4,4,5,3,3,3,4,3
Rater_2,Person_110,0,3,1,0,1,1,0,1
Rater_2,Person_111,4,3,3,3,3,3,2,3
Rater_2,Person_112,3,4,4,2,5,3,1,1
Rater_2,Person_113,4,1,2,0,2,1,1,1
Rater_2,Person_114,0,2,2,1,0,0,0,0
Rater_2,Person_115,1,4,3,1,5,2,2,2
Rater_2,Person_116,3,3,3,2,3,1,1,2
Rater_2,Person_117,3,3,3,1,3,2,3,2
Rater_2,Person_118,1,2,3,1,3,2,1,0
Rater_2,Person_119,5,5,5,5,5,5,3,5
Rater_2,Person_120,4,4,2,1,4,3,1,2
Rater_2,Person_121,2,2,0,1,1,2,0,0
Rater_2,Person_122,3,3,4,1,3,3,2,2
Rater_2,Person_123,3,3,3,2,4,3,3,1
Rater_2,Person_124,5,5,5,4,5,5,5,3
Rater_2,Person_125,5,4,4,2,5,3,1,3
Rater_2,Person_126,4,3,3,2,3,3,3,3
Rater_2,Person_127,5,5,5,2,5,4,3,5
Rater_2,Person_128,3,2,2,1,2,1,3,1
Rater_2,Person_129,4,2,3,1,3,3,0,2
Rater_2,Person_130,3,3,0,0,2,0,2,0
Rater_2,Person_131,3,2,3,1,1,3,0,2
Rater_2,Person_132,1,0,3,0,1,0,1,0
Rater_2,Person_133,4,4,5,3,3,5,2,0
Rater_2,Person_134,5,3,2,3,3,1,1,2
Rater_2,Person_135,1,1,2,0,0,0,0,1
Rater_2,Person_136,3,2,4,0,3,0,1,1
Rater_2,Person_137,4,3,3,0,3,3,1,3
Rater_2,Person_138,3,4,5,4,5,4,2,2
Rater_2,Person_139,4,5,5,5,5,5,5,4
Rater_2,Person_140,5,5,5,5,5,5,5,5
Rater_2,Person_141,3,3,3,2,4,4,2,4
Rater_2,Person_142,3,3,2,1,2,0,0,1
Rater_2,Person_143,0,0,0,0,1,0,1,0
Rater_2,Person_144,3,4,3,3,3,2,3,3
Rater_2,Person_145,2,2,1,0,2,2,0,0
Rater_2,Person_146,4,3,3,1,2,2,1,2
Rater_2,Person_147,3,3,1,1,3,1,2,2
Rater_2,Person_148,4,1,3,1,5,3,1,2
Rater_2,Person_149,3,3,5,3,3,3,3,2
Rater_2,Person_150,4,2,5,2,3,2,2,2
Rater_2,Person_151,4,3,3,1,3,3,0,2
Rater_2,Person_152,2,2,3,0,2,3,0,0
Rater_2,Person_153,1,0,0,0,1,0,0,1
Rater_2,Person_154,4,2,2,0,3,2,1,1
Rater_2,Person_155,2,2,2,1,1,2,3,3
Rater_2,Person_156,5,5,5,3,5,3,3,4
Rater_2,Person_157,3,3,3,3,2,3,3,2
Rater_2,Person_158,4,4,4,4,4,4,3,4
Rater_2,Person_159,3,3,3,2,3,1,2,1
Rater_2,Person_160,0,1,0,1,3,0,0,0
Rater_2,Person_161,3,1,2,1,3,0,2,0
Rater_2,Person_162,2,1,2,0,3,4,0,1
Rater_2,Person_163,5,5,5,5,5,4,5,3
Rater_2,Person_164,1,3,1,0,2,2,1,2
Rater_2,Person_165,4,2,4,2,2,3,4,2
Rater_2,Person_166,3,4,2,0,3,1,1,2
Rater_2,Person_167,5,3,3,4,5,4,5,3
Rater_2,Person_168,3,3,4,2,5,3,1,2
Rater_2,Person_169,2,1,3,0,3,4,3,3
Rater_2,Person_170,5,3,3,1,3,3,1,2
Rater_2,Person_171,5,3,3,1,1,1,0,2
Rater_2,Person_172,3,3,5,2,4,3,3,3
Rater_2,Person_173,4,3,3,0,3,2,1,0
Rater_2,Person_174,2,0,2,1,1,1,0,0
Rater_2,Person_175,2,0,1,1,1,2,0,1
Rater_2,Person_176,4,3,5,3,3,4,2,3
Rater_2,Person_177,5,5,5,2,5,3,3,4
Rater_2,Person_178,3,3,3,2,3,3,3,2
Rater_2,Person_179,5,3,4,2,3,2,2,3
Rater_2,Person_180,4,3,3,2,3,3,0,2
Rater_2,Person_181,5,5,5,2,5,5,0,3
Rater_2,Person_182,5,5,5,2,5,1,0,2
Rater_2,Person_183,3,3,4,1,4,3,1,3
Rater_2,Person_184,5,4,4,3,3,4,2,3
Rater_2,Person_185,5,2,4,4,4,3,3,3
Rater_2,Person_186,4,5,5,4,4,5,5,4
Rater_2,Person_187,3,2,3,1,3,4,3,4
Rater_2,Person_188,2,1,2,0,1,0,0,1
Rater_2,Person_189,2,1,1,0,2,0,0,1
Rater_2,Person_190,5,4,5,3,5,4,4,5
Rater_2,Person_191,4,5,4,5,4,3,4,5
Rater_2,Person_192,3,3,1,2,3,3,1,0
Rater_2,Person_193,5,2,1,3,4,1,1,3
Rater_2,Person_194,4,5,4,3,4,4,4,4
Rater_2,Person_195,3,1,3,0,3,1,1,0
Rater_2,Person_196,1,3,1,0,2,1,1,2
Rater_2,Person_197,4,5,3,1,3,3,2,1
Rater_2,Person_198,3,3,3,1,3,4,1,2
Rater_2,Person_199,4,4,3,1,3,2,1,2
Rater_2,Person_200,2,2,3,4,5,0,1,0
Rater_3,Person_1,3,5,3,3,3,5,3,2
Rater_3,Person_2,2,2,3,1,0,1,1,1
Rater_3,Person_3,4,4,4,2,3,2,3,4
Rater_3,Person_4,4,4,4,3,4,3,3,4
Rater_3,Person_5,1,0,4,0,1,1,0,0
Rater_3,Person_6,2,2,1,0,2,4,0,0
Rater_3,Person_7,4,4,3,2,4,1,2,0
Rater_3,Person_8,2,2,3,1,4,2,1,2
Rater_3,Person_9,3,4,4,2,4,4,3,2
Rater_3,Person_10,3,4,4,1,3,1,0,2
Rater_3,Person_11,4,5,5,2,4,3,4,4
Rater_3,Person_12,4,4,2,4,4,3,3,4
Rater_3,Person_13,4,4,3,2,2,3,2,2
Rater_3,Person_14,5,3,5,2,4,3,4,3
Rater_3,Person_15,4,3,5,3,4,4,3,2
Rater_3,Person_16,3,2,4,0,2,2,0,0
Rater_3,Person_17,4,4,4,2,4,2,3,2
Rater_3,Person_18,4,4,0,0,1,0,1,2
Rater_3,Person_19,5,4,5,2,5,4,4,4
Rater_3,Person_20,4,3,4,2,3,2,2,3
Rater_3,Person_21,4,4,2,2,4,3,1,2
Rater_3,Person_22,3,1,2,1,4,3,0,1
Rater_3,Person_23,5,4,5,3,5,3,4,4
Rater_3,Person_24,5,2,4,4,3,3,2,3
Rater_3,Person_25,2,3,4,2,4,3,3,3
Rater_3,Person_26,4,2,4,2,2,1,1,3
Rater_3,Person_27,4,4,5,3,4,4,3,4
Rater_3,Person_28,4,3,3,3,4,4,4,2
Rater_3,Person_29,5,4,4,4,5,4,1,3
Rater_3,Person_30,4,5,4,4,4,3,3,4
Rater_3,Person_31,5,5,5,4,5,4,4,5
Rater_3,Person_32,4,3,3,2,3,1,1,0
Rater_3,Person_33,3,2,2,1,2,0,1,1
Rater_3,Person_34,3,1,3,0,2,0,2,1
Rater_3,Person_35,4,3,3,3,4,4,1,4
Rater_3,Person_36,4,4,4,4,5,3,4,5
Rater_3,Person_37,3,4,3,3,4,4,2,2
Rater_3,Person_38,2,2,3,2,3,0,2,0
Rater_3,Person_39,3,4,3,2,2,1,1,1
Rater_3,Person_40,4,3,3,3,4,3,3,3
Rater_3,Person_41,5,4,3,4,4,2,4,3
Rater_3,Person_42,3,3,5,3,4,4,3,5
Rater_3,Person_43,4,2,2,1,2,2,2,4
Rater_3,Person_44,4,4,4,4,4,3,2,1
Rater_3,Person_45,3,3,4,2,5,3,3,3
Rater_3,Person_46,4,3,3,2,4,3,4,2
Rater_3,Person_47,4,4,5,2,4,4,3,4
Rater_3,Person_48,4,4,4,2,5,2,3,2
Rater_3,Person_49,4,4,4,2,4,3,3,4
Rater_3,Person_50,4,4,4,3,4,3,3,2
Rater_3,Person_51,4,3,5,3,5,3,3,1
Rater_3,Person_52,5,4,4,3,4,4,4,4
Rater_3,Person_53,3,0,2,3,0,3,0,0
Rater_3,Person_54,2,3,3,0,4,0,1,0
Rater_3,Person_55,4,4,3,1,3,0,1,2
Rater_3,Person_56,3,4,4,2,2,1,1,2
Rater_3,Person_57,3,2,2,2,3,2,2,1
Rater_3,Person_58,5,5,5,4,5,4,4,5
Rater_3,Person_59,2,3,1,2,2,1,0,2
Rater_3,Person_60,4,4,4,3,5,4,4,4
Rater_3,Person_61,1,1,3,1,2,1,0,1
Rater_3,Person_62,2,4,4,0,4,2,0,0
Rater_3,Person_63,4,5,4,0,2,4,3,3
Rater_3,Person_64,5,4,4,3,5,3,4,3
Rater_3,Person_65,5,3,5,3,5,4,4,4
Rater_3,Person_66,5,4,4,4,4,4,4,4
Rater_3,Person_67,4,4,3,0,1,0,2,3
Rater_3,Person_68,4,3,5,3,3,2,2,1
Rater_3,Person_69,5,3,5,3,5,4,4,4
Rater_3,Person_70,3,4,4,0,5,2,2,3
Rater_3,Person_71,2,3,1,1,3,1,0,0
Rater_3,Person_72,1,1,2,1,1,1,1,0
Rater_3,Person_73,3,3,3,1,2,2,0,1
Rater_3,Person_74,4,5,3,3,4,4,3,3
Rater_3,Person_75,4,2,3,2,4,2,1,3
Rater_3,Person_76,3,4,4,1,4,4,3,4
Rater_3,Person_77,3,3,3,0,4,2,1,2
Rater_3,Person_78,4,5,4,2,4,4,3,3
Rater_3,Person_79,5,4,4,3,3,3,3,4
Rater_3,Person_80,4,4,3,1,4,3,2,2
Rater_3,Person_81,4,3,3,3,4,3,3,2
Rater_3,Person_82,4,2,2,0,3,2,0,1
Rater_3,Person_83,3,2,4,1,2,3,2,0
Rater_3,Person_84,3,2,3,0,4,2,2,1
Rater_3,Person_85,1,1,2,1,2,1,2,1
Rater_3,Person_86,3,3,3,3,4,5,3,3
Rater_3,Person_87,4,4,3,2,3,3,1,2
Rater_3,Person_88,4,3,5,1,5,3,3,2
Rater_3,Person_89,4,3,4,3,4,5,3,3
Rater_3,Person_90,4,2,4,0,4,3,3,3
Rater_3,Person_91,3,4,3,3,5,3,3,2
Rater_3,Person_92,3,4,4,3,4,4,1,2
Rater_3,Person_93,3,3,3,3,2,3,3,3
Rater_3,Person_94,3,4,3,1,3,3,4,3
Rater_3,Person_95,2,0,2,0,2,0,1,0
Rater_3,Person_96,3,0,1,1,4,1,1,1
Rater_3,Person_97,1,1,3,0,3,0,2,0
Rater_3,Person_98,2,3,3,1,1,1,0,0
Rater_3,Person_99,3,4,4,2,4,2,4,4
Rater_3,Person_100,2,3,3,2,2,0,2,3
Rater_3,Person_101,4,1,4,0,2,3,1,1
Rater_3,Person_102,5,5,4,3,4,2,4,3
Rater_3,Person_103,3,4,4,2,2,3,1,4
Rater_3,Person_104,5,4,5,2,5,2,4,1
Rater_3,Person_105,3,3,4,2,2,0,1,1
Rater_3,Person_106,3,3,3,2,3,0,2,4
Rater_3,Person_107,4,2,3,0,2,1,0,2
Rater_3,Person_108,3,5,3,0,3,1,2,1
Rater_3,Person_109,4,4,5,4,4,5,3,3
Rater_3,Person_110,0,2,0,1,1,0,1,2
Rater_3,Person_111,5,4,3,4,5,3,3,3
Rater_3,Person_112,3,3,3,3,3,4,4,2
Rater_3,Person_113,4,1,2,0,3,2,1,2
Rater_3,Person_114,2,1,0,0,3,1,0,1
Rater_3,Person_115,4,4,4,2,4,3,3,2
