,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8
Rater_1,Person_158,1.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0
Rater_1,Person_159,0.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0
Rater_1,Person_160,3.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0
Rater_1,Person_161,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0
Rater_1,Person_162,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0
Rater_1,Person_163,0.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0
Rater_1,Person_164,1.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0
Rater_1,Person_165,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
Rater_1,Person_166,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0
Rater_1,Person_167,0.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0
Rater_1,Person_168,0.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0
Rater_1,Person_169,1.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0
Rater_1,Person_170,2.0,3.0,1.0,4.0,1.0,3.0,0.0,1.0
Rater_1,Person_171,4.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0
Rater_1,Person_172,2.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0
Rater_1,Person_173,3.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0
Rater_1,Person_174,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0
Rater_1,Person_175,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
Rater_1,Person_176,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0
Rater_1,Person_177,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0
Rater_1,Person_178,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0
Rater_1,Person_179,2.0,3.0,3.0,2.0,0.0,4.0,2.0,2.0
Rater_1,Person_180,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0
Rater_1,Person_181,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0
Rater_1,Person_182,3.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0
Rater_1,Person_183,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0
Rater_1,Person_184,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0
Rater_1,Person_185,0.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0
Rater_1,Person_186,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0
Rater_1,Person_187,1.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0
Rater_1,Person_188,3.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0
Rater_1,Person_189,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0
Rater_1,Person_190,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0
Rater_1,Person_191,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0
Rater_1,Person_192,1.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0
Rater_1,Person_193,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0
Rater_1,Person_194,0.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0
Rater_1,Person_195,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0
Rater_1,Person_196,0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0
Rater_1,Person_197,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0
Rater_1,Person_198,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0
Rater_1,Person_199,1.0,2.0,3.0,3.0,2.0,4.0,1.0,0.0
Rater_1,Person_200,0.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0
Rater_2,Person_1,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0
Rater_2,Person_2,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0
Rater_2,Person_3,3.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0
Rater_2,Person_4,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
Rater_2,Person_5,0.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0
Rater_2,Person_6,1.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0
Rater_2,Person_7,1.0,5.0,4.0,3.0,2.0,5.0,3.0,3.0
Rater_2,Person_8,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0
Rater_2,Person_9,1.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0
Rater_2,Person_10,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0
Rater_2,Person_11,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
Rater_2,Person_12,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0
Rater_2,Person_13,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0
Rater_2,Person_14,2.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
Rater_2,Person_15,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0
Rater_2,Person_16,2.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0
Rater_2,Person_17,1.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0
Rater_2,Person_18,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0
Rater_2,Person_19,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0
Rater_2,Person_20,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0
Rater_2,Person_21,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Rater_2,Person_22,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0
Rater_2,Person_23,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0
Rater_2,Person_24,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0
Rater_2,Person_25,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0
Rater_2,Person_26,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
Rater_2,Person_27,0.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
Rater_2,Person_28,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0
Rater_2,Person_29,0.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0
Rater_2,Person_30,1.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0
Rater_2,Person_31,1.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0
Rater_2,Person_32,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
Rater_2,Person_33,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0
Rater_2,Person_34,1.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0
Rater_2,Person_35,0.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0
Rater_2,Person_36,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0
Rater_2,Person_37,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
Rater_2,Person_38,1.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0
Rater_2,Person_39,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0
Rater_2,Person_40,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0
Rater_2,Person_41,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0
Rater_2,Person_42,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
Rater_2,Person_43,1.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0
Rater_2,Person_44,1.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0
Rater_2,Person_45,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0
Rater_2,Person_46,0.0,3.0,2.0,4.0,2.0,3.0,1.0,0.0
Rater_2,Person_47,0.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0
Rater_2,Person_48,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Rater_2,Person_49,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0
Rater_2,Person_50,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0
Rater_2,Person_51,2.0,4.0,2.0,4.0,2.0,3.0,1.0,0.0
Rater_2,Person_52,0.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0
Rater_2,Person_53,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0
Rater_2,Person_54,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0
Rater_2,Person_55,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
Rater_2,Person_56,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0
Rater_2,Person_57,1.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0
Rater_2,Person_58,0.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
Rater_2,Person_59,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0
Rater_2,Person_60,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0
Rater_2,Person_61,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0
Rater_2,Person_62,1.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0
Rater_2,Person_63,2.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0
Rater_2,Person_64,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0
Rater_2,Person_65,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0
Rater_2,Person_66,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0
Rater_2,Person_67,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0
Rater_2,Person_68,0.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0
Rater_2,Person_69,0.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0
Rater_2,Person_70,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0
Rater_2,Person_71,0.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0
Rater_2,Person_72,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0
Rater_2,Person_73,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0
Rater_2,Person_74,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0
Rater_2,Person_75,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0
Rater_2,Person_76,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0
Rater_2,Person_77,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
Rater_2,Person_78,0.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0
Rater_2,Person_79,2.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0
Rater_2,Person_80,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0
Rater_2,Person_81,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0
Rater_2,Person_82,1.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0
Rater_2,Person_83,0.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0
Rater_2,Person_84,1.0,3.0,3.0,4.0,3.0,3.0,0.0,2.0
Rater_2,Person_85,1.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0
Rater_2,Person_86,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0
Rater_2,Person_87,0.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0
Rater_2,Person_88,0.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0
Rater_2,Person_89,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0
Rater_2,Person_90,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0
Rater_2,Person_91,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0
Rater_2,Person_92,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0
Rater_2,Person_93,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0
Rater_2,Person_94,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0
Rater_2,Person_95,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0
Rater_2,Person_96,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0
Rater_2,Person_97,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0
Rater_2,Person_98,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0
Rater_2,Person_99,1.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0
Rater_2,Person_100,0.0,4.0,3.0,3.0,2.0,3.0,0.0,1.0
Rater_2,Person_101,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0
Rater_2,Person_102,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0
Rater_2,Person_103,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0
Rater_2,Person_104,1.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0
Rater_2,Person_105,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0
Rater_2,Person_106,0.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0
Rater_2,Person_107,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0
Rater_2,Person_108,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
Rater_2,Person_109,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0
Rater_2,Person_110,0.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0
Rater_2,Person_111,3.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0
Rater_2,Person_112,1.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0
Rater_2,Person_113,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0
Rater_2,Person_114,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0
Rater_2,Person_115,0.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0
Rater_2,Person_116,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0
Rater_2,Person_117,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0
Rater_2,Person_118,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0
Rater_2,Person_119,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0
Rater_2,Person_120,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0
Rater_2,Person_121,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0
Rater_2,Person_122,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0
Rater_2,Person_123,2.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0
