,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8
Rater_1,Person_82,4,4,4,3,5,0,2,3
Rater_1,Person_83,3,4,2,3,5,2,1,3
Rater_1,Person_84,4,4,5,3,5,3,5,2
Rater_1,Person_85,4,5,3,3,5,1,2,2
Rater_1,Person_86,2,1,1,0,2,0,0,1
Rater_1,Person_87,2,1,0,2,2,0,0,0
Rater_1,Person_88,5,5,5,3,5,3,4,4
Rater_1,Person_89,4,5,3,4,5,4,4,5
Rater_1,Person_90,4,4,2,1,3,3,2,3
Rater_1,Person_91,2,2,3,1,4,1,2,3
Rater_1,Person_92,4,4,5,4,5,1,3,5
Rater_1,Person_93,1,2,0,1,2,1,0,0
Rater_1,Person_94,1,2,0,0,3,0,0,1
Rater_1,Person_95,4,4,2,1,4,0,2,3
Rater_1,Person_96,2,3,2,2,3,1,2,2
Rater_1,Person_97,3,4,2,1,5,3,2,2
Rater_1,Person_98,2,4,2,3,4,0,2,3
Rater_1,Person_99,3,3,2,0,5,3,1,4
Rater_1,Person_100,3,4,5,3,5,3,3,4
Rater_1,Person_101,3,3,1,0,4,2,1,1
Rater_1,Person_102,4,4,4,4,4,2,2,3
Rater_1,Person_103,0,1,0,0,0,0,0,1
Rater_1,Person_104,2,4,3,2,5,2,4,3
Rater_1,Person_105,1,4,1,0,4,1,0,1
Rater_1,Person_106,1,1,2,0,2,0,0,1
Rater_1,Person_107,1,2,2,1,3,0,1,3
Rater_1,Person_108,3,4,1,2,1,2,1,3
Rater_1,Person_109,4,3,2,2,5,3,2,4
Rater_1,Person_110,0,1,1,0,2,1,1,1
Rater_1,Person_111,3,4,3,1,3,1,2,3
Rater_1,Person_112,2,3,2,1,5,3,2,1
Rater_1,Person_113,2,4,1,1,3,0,3,3
Rater_1,Person_114,4,5,3,4,5,3,3,5
Rater_1,Person_115,4,3,4,3,5,2,3,3
Rater_1,Person_116,5,4,3,5,5,4,3,5
Rater_1,Person_117,2,2,2,2,1,2,2,3
Rater_1,Person_118,0,2,1,2,1,0,1,0
Rater_1,Person_119,3,3,2,3,4,1,2,2
Rater_1,Person_120,3,4,3,2,4,0,0,3
Rater_1,Person_121,3,3,3,2,4,1,2,3
Rater_1,Person_122,2,3,2,0,3,0,0,1
Rater_1,Person_123,3,3,2,2,4,3,0,3
Rater_1,Person_124,2,3,5,4,4,1,4,3
Rater_1,Person_125,4,5,5,5,5,4,4,5
Rater_1,Person_126,5,5,5,3,5,3,2,3
Rater_1,Person_127,1,3,1,0,3,1,0,2
Rater_1,Person_128,2,1,2,2,4,1,2,2
Rater_1,Person_129,0,2,1,0,4,0,0,0
Rater_1,Person_130,3,2,2,1,5,0,1,3
Rater_1,Person_131,4,4,3,3,3,2,1,1
Rater_1,Person_132,5,4,3,3,5,3,5,4
Rater_1,Person_133,0,1,3,0,3,0,2,0
Rater_1,Person_134,1,3,3,0,4,0,0,2
Rater_1,Person_135,0,0,1,0,2,0,0,0
Rater_1,Person_136,4,2,2,1,2,0,0,4
Rater_1,Person_137,1,2,1,0,1,0,0,1
Rater_1,Person_138,2,3,2,2,4,0,1,1
Rater_1,Person_139,1,4,2,1,1,1,0,0
Rater_1,Person_140,1,4,4,3,5,2,1,1
Rater_1,Person_141,0,0,1,0,1,0,0,1
Rater_1,Person_142,2,2,1,0,2,0,0,2
Rater_1,Person_143,5,5,5,4,5,3,5,4
Rater_1,Person_144,2,3,1,0,2,0,0,1
Rater_1,Person_145,1,2,3,0,3,0,2,0
Rater_1,Person_146,5,4,5,5,5,3,3,5
Rater_1,Person_147,5,5,5,5,5,4,3,5
Rater_1,Person_148,1,1,1,0,3,0,0,2
Rater_1,Person_149,3,2,2,0,4,2,0,3
Rater_1,Person_150,4,4,3,1,4,1,3,3
Rater_1,Person_151,5,5,5,4,5,3,3,5
Rater_1,Person_152,2,1,1,0,3,0,1,2
Rater_1,Person_153,3,3,3,2,3,1,2,3
Rater_1,Person_154,4,4,4,3,4,1,3,3
Rater_1,Person_155,2,1,3,1,3,1,2,4
Rater_1,Person_156,4,3,2,2,3,0,0,3
Rater_1,Person_157,3,2,2,0,3,0,2,3
Rater_1,Person_158,2,1,0,0,2,0,1,2
Rater_1,Person_159,4,1,3,1,3,1,2,2
Rater_1,Person_160,3,2,3,1,3,1,2,1
Rater_1,Person_161,4,4,3,3,3,1,2,2
Rater_1,Person_162,3,5,2,0,5,1,1,1
Rater_1,Person_163,5,4,3,3,5,2,2,3
Rater_1,Person_164,3,4,3,1,5,3,2,4
Rater_1,Person_165,3,3,4,2,5,2,2,3
Rater_1,Person_166,3,2,2,3,5,2,3,2
Rater_1,Person_167,3,4,2,2,5,2,1,2
Rater_1,Person_168,3,2,2,1,4,3,0,3
Rater_1,Person_169,2,2,3,0,2,0,1,1
Rater_1,Person_170,3,3,2,2,5,3,3,3
Rater_1,Person_171,3,3,3,1,3,1,1,2
Rater_1,Person_172,5,5,4,3,5,3,2,5
Rater_1,Person_173,4,5,3,5,5,2,4,4
Rater_1,Person_174,4,2,2,3,4,2,2,3
Rater_1,Person_175,1,4,2,0,3,0,2,2
Rater_1,Person_176,0,3,1,0,4,0,1,0
Rater_1,Person_177,4,3,5,3,4,3,4,5
Rater_1,Person_178,2,3,3,2,4,1,2,3
Rater_1,Person_179,4,3,3,3,4,3,0,2
Rater_1,Person_180,0,1,1,0,3,0,1,0
Rater_1,Person_181,5,5,3,3,4,2,2,4
Rater_1,Person_182,3,3,3,3,4,3,1,4
Rater_1,Person_183,2,2,0,1,2,0,1,1
Rater_1,Person_184,3,3,2,0,4,0,1,2
Rater_1,Person_185,3,3,3,3,4,1,1,4
Rater_1,Person_186,3,3,4,3,4,0,2,2
Rater_1,Person_187,2,2,2,1,3,0,1,2
Rater_1,Person_188,3,3,4,2,4,0,1,3
Rater_1,Person_189,1,3,3,2,5,4,1,2
Rater_1,Person_190,3,5,3,3,3,2,1,3
Rater_1,Person_191,4,5,4,4,4,3,3,4
Rater_1,Person_192,0,1,0,0,1,0,0,0
Rater_1,Person_193,3,3,1,0,4,1,0,3
Rater_1,Person_194,3,2,1,1,3,2,2,3
Rater_1,Person_195,3,3,3,3,4,2,2,4
Rater_1,Person_196,3,2,2,2,3,0,3,3
Rater_1,Person_197,1,0,1,1,3,0,1,0
Rater_1,Person_198,4,3,3,2,5,1,1,5
Rater_1,Person_199,5,4,4,5,5,3,3,4
Rater_1,Person_200,0,1,1,0,2,0,1,1
Rater_2,Person_1,3,4,3,1,3,0,1,3
Rater_2,Person_2,5,4,4,3,5,3,3,4
Rater_2,Person_3,3,1,1,1,1,2,0,1
Rater_2,Person_4,5,2,2,0,1,1,3,2
Rater_2,Person_5,2,2,2,0,3,0,2,2
Rater_2,Person_6,2,3,3,2,1,0,2,4
Rater_2,Person_7,5,4,3,2,5,2,3,3
Rater_2,Person_8,2,1,0,0,0,0,1,3
Rater_2,Person_9,3,4,5,2,3,3,3,3
Rater_2,Person_10,4,3,3,0,3,3,1,3
Rater_2,Person_11,4,3,2,2,3,2,1,3
Rater_2,Person_12,2,2,3,0,2,0,1,3
Rater_2,Person_13,4,3,3,1,3,2,2,5
Rater_2,Person_14,3,3,3,2,2,0,3,3
Rater_2,Person_15,3,4,3,2,2,0,4,3
Rater_2,Person_16,3,4,3,0,5,2,1,4
Rater_2,Person_17,5,3,5,4,5,2,4,5
Rater_2,Person_18,4,3,2,1,1,2,2,2
Rater_2,Person_19,3,3,1,0,2,0,2,3
Rater_2,Person_20,5,3,4,1,4,1,3,4
Rater_2,Person_21,4,3,3,2,3,2,3,3
Rater_2,Person_22,5,5,4,4,5,3,4,4
Rater_2,Person_23,3,4,3,2,2,3,4,4
Rater_2,Person_24,4,4,3,4,2,3,4,5
Rater_2,Person_25,5,5,5,4,5,3,4,5
Rater_2,Person_26,3,3,3,1,1,0,0,2
Rater_2,Person_27,3,3,2,0,2,0,1,2
Rater_2,Person_28,2,3,1,2,0,0,2,2
Rater_2,Person_29,4,2,2,1,2,2,2,3
Rater_2,Person_30,3,2,2,0,2,0,1,1
Rater_2,Person_31,4,4,4,3,4,2,3,4
Rater_2,Person_32,3,3,2,2,1,0,0,2
Rater_2,Person_33,3,1,2,0,1,0,0,3
Rater_2,Person_34,2,2,3,0,1,2,1,3
Rater_2,Person_35,3,4,2,1,4,2,2,3
Rater_2,Person_36,4,5,5,0,4,2,3,3
Rater_2,Person_37,5,5,4,3,5,4,4,5
Rater_2,Person_38,5,5,5,4,5,5,5,5
Rater_2,Person_39,3,4,2,2,3,3,3,4
Rater_2,Person_40,2,3,3,1,3,0,2,3
Rater_2,Person_41,1,1,1,0,0,0,0,0
Rater_2,Person_42,4,2,3,3,3,2,0,4
Rater_2,Person_43,4,2,3,0,2,0,0,2
Rater_2,Person_44,3,2,2,0,4,1,2,2
Rater_2,Person_45,3,3,3,1,2,2,2,2
Rater_2,Person_46,3,3,3,0,3,1,2,3
Rater_2,Person_47,5,4,5,5,4,2,3,4
Rater_2,Person_48,4,3,4,2,3,2,1,1
Rater_2,Person_49,4,3,4,2,3,2,1,3
Rater_2,Person_50,1,3,3,0,3,1,0,3
Rater_2,Person_51,2,1,1,0,1,0,1,2
Rater_2,Person_52,3,2,3,1,4,2,3,2
Rater_2,Person_53,4,3,4,0,2,3,3,4
Rater_2,Person_54,4,5,5,4,4,3,4,3
Rater_2,Person_55,4,3,5,2,2,1,2,4
Rater_2,Person_56,5,4,4,3,4,3,3,5
Rater_2,Person_57,4,2,3,2,2,0,2,3
Rater_2,Person_58,4,3,1,0,3,0,2,2
Rater_2,Person_59,2,2,4,0,0,1,2,3
Rater_2,Person_60,3,2,2,0,1,0,2,3
Rater_2,Person_61,5,5,4,3,4,4,4,5
Rater_2,Person_62,4,3,2,2,1,2,2,2
Rater_2,Person_63,5,3,3,4,3,2,2,3
Rater_2,Person_64,2,2,3,0,0,0,0,3
Rater_2,Person_65,4,2,5,3,4,3,3,5
Rater_2,Person_66,4,3,3,2,3,2,2,3
Rater_2,Person_67,3,3,4,2,3,0,2,4
Rater_2,Person_68,3,3,3,1,3,1,2,3
Rater_2,Person_69,2,2,3,1,4,2,2,3
Rater_2,Person_70,3,3,4,3,4,1,3,3
Rater_2,Person_71,2,3,3,0,3,2,0,2
Rater_2,Person_72,2,2,3,0,2,2,0,0
Rater_2,Person_73,1,2,3,0,0,0,0,2
Rater_2,Person_74,4,4,4,3,3,3,3,3
Rater_2,Person_75,5,5,5,3,4,2,4,4
Rater_2,Person_76,3,3,3,2,3,1,4,2
Rater_2,Person_77,3,2,3,3,3,1,2,3
Rater_2,Person_78,4,3,4,0,4,2,3,3
Rater_2,Person_79,5,4,3,3,4,5,4,5
Rater_2,Person_80,5,3,3,1,3,2,3,5
Rater_2,Person_81,4,2,0,3,3,0,1,3
Rater_2,Person_82,4,4,3,4,3,4,3,5
Rater_2,Person_83,5,5,4,3,4,2,3,3
Rater_2,Person_84,4,4,5,4,3,4,4,3
Rater_2,Person_85,2,3,3,2,3,3,3,3
Rater_2,Person_86,3,1,2,0,1,0,0,3
Rater_2,Person_87,2,2,1,0,0,0,0,3
Rater_2,Person_88,4,5,5,3,5,4,4,5
Rater_2,Person_89,5,4,5,3,5,3,4,4
Rater_2,Person_90,4,3,3,1,2,2,1,3
Rater_2,Person_91,3,2,2,0,3,0,1,3
Rater_2,Person_92,4,5,4,4,5,2,4,5
Rater_2,Person_93,3,2,1,0,3,0,1,2
Rater_2,Person_94,3,2,2,0,2,0,0,2
Rater_2,Person_95,4,3,3,3,3,3,2,4
Rater_2,Person_96,3,3,3,0,3,0,0,2
Rater_2,Person_97,4,2,5,2,2,1,2,3
Rater_2,Person_98,3,3,3,0,3,2,2,2
Rater_2,Person_99,4,4,4,1,4,2,0,5
Rater_2,Person_100,5,4,4,3,5,4,3,4
Rater_2,Person_101,4,3,2,4,3,2,3,4
Rater_2,Person_102,4,4,4,2,3,3,2,5
Rater_2,Person_103,0,1,0,0,1,0,1,2
Rater_2,Person_104,3,2,4,0,2,0,2,3
Rater_2,Person_105,3,2,1,2,3,2,0,3
Rater_2,Person_106,2,1,0,1,1,0,2,1
Rater_2,Person_107,3,2,2,1,3,2,2,2
Rater_2,Person_108,3,3,3,1,3,0,2,2
Rater_2,Person_109,5,3,2,2,4,2,3,4
Rater_2,Person_110,2,0,2,1,1,1,1,2
Rater_2,Person_111,3,4,4,3,2,1,3,5
Rater_2,Person_112,3,3,3,1,1,1,1,4
Rater_2,Person_113,2,1,2,1,3,0,1,3
Rater_2,Person_114,5,4,3,2,4,2,3,5
Rater_2,Person_115,5,3,4,2,4,3,3,4
Rater_2,Person_116,5,4,5,3,5,2,4,4
Rater_2,Person_117,2,3,3,1,3,2,2,3
Rater_2,Person_118,4,3,3,1,2,0,3,2
Rater_2,Person_119,3,4,3,2,3,2,2,3
Rater_2,Person_120,5,4,4,2,4,2,3,5
Rater_2,Person_121,2,4,4,3,2,2,2,2
Rater_2,Person_122,3,0,3,0,2,0,0,3
Rater_2,Person_123,1,3,3,0,4,0,2,3
Rater_2,Person_124,4,3,3,2,4,3,1,5
Rater_2,Person_125,5,3,5,5,5,5,4,5
Rater_2,Person_126,5,5,5,3,5,3,3,5
Rater_2,Person_127,3,3,3,1,4,0,2,2
Rater_2,Person_128,4,3,3,2,2,0,1,4
Rater_2,Person_129,1,2,0,0,2,1,2,2
Rater_2,Person_130,2,2,1,2,2,1,1,3
Rater_2,Person_131,4,3,4,2,3,3,1,3
Rater_2,Person_132,4,4,4,3,3,3,4,5
Rater_2,Person_133,3,3,3,2,2,2,1,2
Rater_2,Person_134,2,3,2,0,3,0,2,1
Rater_2,Person_135,2,0,0,0,0,0,0,0
Rater_2,Person_136,4,4,3,2,2,1,1,3
Rater_2,Person_137,2,0,3,1,3,0,0,2
Rater_2,Person_138,3,3,3,1,2,1,2,2
Rater_2,Person_139,4,3,3,0,2,0,3,3
Rater_2,Person_140,3,3,2,1,3,1,0,3
Rater_2,Person_141,1,0,2,0,2,0,0,1
Rater_2,Person_142,2,1,2,0,2,0,0,2
Rater_2,Person_143,4,5,5,4,5,3,4,5
Rater_2,Person_144,0,1,1,0,0,0,0,2
Rater_2,Person_145,3,3,3,0,1,0,1,3
Rater_2,Person_146,5,5,4,3,4,3,3,5
Rater_2,Person_147,5,5,5,5,5,3,5,4
Rater_2,Person_148,2,2,2,0,2,1,0,3
Rater_2,Person_149,3,2,3,1,3,2,1,3
Rater_2,Person_150,4,4,4,2,3,3,3,3
Rater_2,Person_151,5,4,4,3,4,4,5,4
Rater_2,Person_152,2,1,3,0,2,1,2,0
Rater_2,Person_153,4,2,3,1,2,0,3,5
Rater_2,Person_154,4,4,5,3,4,4,4,3
Rater_2,Person_155,4,2,2,3,3,2,2,5
Rater_2,Person_156,4,4,3,0,2,0,0,3
Rater_2,Person_157,5,2,3,4,3,0,3,3
Rater_2,Person_158,3,3,3,0,0,1,1,3
Rater_2,Person_159,5,3,3,1,3,1,3,4
Rater_2,Person_160,2,2,2,0,3,0,2,5
Rater_2,Person_161,5,4,4,2,3,1,2,4
Rater_2,Person_162,2,3,4,1,3,1,0,2
Rater_2,Person_163,3,4,3,2,4,2,3,4
Rater_2,Person_164,5,4,5,3,5,1,3,5
Rater_2,Person_165,4,2,3,0,3,3,2,4
Rater_2,Person_166,3,3,3,0,3,3,3,5
Rater_2,Person_167,3,4,3,2,4,3,2,4
Rater_2,Person_168,3,3,4,2,3,0,3,2
Rater_2,Person_169,3,2,2,0,2,1,1,3
Rater_2,Person_170,5,3,5,3,4,3,2,3
Rater_2,Person_171,3,4,3,2,3,1,2,3
Rater_2,Person_172,4,4,5,4,5,3,5,5
Rater_2,Person_173,2,4,5,4,5,3,5,4
Rater_2,Person_174,3,3,3,3,5,2,3,5
Rater_2,Person_175,3,4,3,0,2,0,0,3
Rater_2,Person_176,2,2,3,0,2,2,1,2
Rater_2,Person_177,5,4,3,3,4,3,3,5
Rater_2,Person_178,5,3,3,1,3,1,3,5
Rater_2,Person_179,5,5,4,2,4,2,3,3
Rater_2,Person_180,1,1,2,0,1,0,0,1
Rater_2,Person_181,4,5,4,2,5,2,4,4
Rater_2,Person_182,4,5,3,2,2,3,2,3
Rater_2,Person_183,2,3,2,0,0,0,1,3
Rater_2,Person_184,3,1,4,0,1,2,3,2
Rater_2,Person_185,3,4,3,2,2,1,2,3
Rater_2,Person_186,4,3,4,1,4,2,3,4
Rater_2,Person_187,4,3,2,3,2,0,2,3
Rater_2,Person_188,3,4,3,3,2,0,1,3
Rater_2,Person_189,3,1,3,3,3,2,2,5
Rater_2,Person_190,3,4,4,3,3,1,3,3
Rater_2,Person_191,4,5,4,3,4,5,5,3
Rater_2,Person_192,0,0,0,1,0,0,0,3
Rater_2,Person_193,4,2,2,1,3,2,0,3
Rater_2,Person_194,4,3,3,2,3,1,1,2
Rater_2,Person_195,4,3,3,1,3,2,2,3
Rater_2,Person_196,3,3,3,1,5,0,1,4
Rater_2,Person_197,1,0,0,0,0,0,0,4
Rater_2,Person_198,3,3,3,2,3,2,3,2
Rater_2,Person_199,5,3,3,2,4,3,5,5
Rater_2,Person_200,1,1,0,1,2,0,0,3
Rater_3,Person_1,3,3,3,3,4,2,2,2
Rater_3,Person_2,3,5,3,4,4,2,2,3
Rater_3,Person_3,3,3,2,1,0,2,0,1
Rater_3,Person_4,3,4,3,2,2,2,0,2
Rater_3,Person_5,2,2,2,0,3,0,0,1
Rater_3,Person_6,3,3,3,1,3,2,1,3
Rater_3,Person_7,4,4,4,3,5,3,2,4
Rater_3,Person_8,1,0,0,0,1,0,0,0
Rater_3,Person_9,4,3,4,4,1,2,1,2
Rater_3,Person_10,3,4,4,2,4,1,4,4
Rater_3,Person_11,3,4,3,1,3,1,0,2
Rater_3,Person_12,1,2,2,1,0,0,0,1
Rater_3,Person_13,2,3,3,1,3,2,2,4
Rater_3,Person_14,1,3,2,1,4,1,1,1
Rater_3,Person_15,3,4,4,2,4,4,1,3
Rater_3,Person_16,3,4,2,3,4,3,2,3
Rater_3,Person_17,5,5,4,3,5,4,2,3
Rater_3,Person_18,3,4,3,3,4,2,1,3
Rater_3,Person_19,2,3,2,0,1,1,0,2
Rater_3,Person_20,4,3,4,3,3,3,3,3
Rater_3,Person_21,2,3,3,4,3,3,1,2
Rater_3,Person_22,4,5,5,5,4,3,3,4
Rater_3,Person_23,3,5,4,3,3,3,2,3
Rater_3,Person_24,3,2,3,2,3,2,1,2
Rater_3,Person_25,4,5,4,3,4,3,2,3
Rater_3,Person_26,2,2,1,0,0,1,0,2
Rater_3,Person_27,1,3,2,1,3,2,1,1
Rater_3,Person_28,2,4,1,2,1,1,1,3
Rater_3,Person_29,3,3,2,2,3,2,1,1
Rater_3,Person_30,2,0,2,2,2,2,0,1
Rater_3,Person_31,4,4,3,2,2,3,1,3
Rater_3,Person_32,3,3,4,1,1,3,0,1
Rater_3,Person_33,2,2,0,0,2,1,0,2
Rater_3,Person_34,2,4,3,1,2,1,0,2
Rater_3,Person_35,4,5,4,3,4,4,3,3
Rater_3,Person_36,4,3,3,3,5,3,3,4
Rater_3,Person_37,5,5,5,4,4,4,3,4
Rater_3,Person_38,5,5,5,5,5,4,4,5
Rater_3,Person_39,3,4,3,3,3,2,3,2
Rater_3,Person_40,3,2,1,1,2,0,0,1
Rater_3,Person_41,0,2,1,0,1,0,0,0
Rater_3,Person_42,4,3,3,2,4,3,3,3
Rater_3,Person_43,3,1,2,1,3,1,0,2
Rater_3,Person_44,3,4,3,0,3,4,0,4
Rater_3,Person_45,3,3,1,1,3,0,2,0
Rater_3,Person_46,2,2,3,3,3,2,1,1
Rater_3,Person_47,4,5,4,4,5,4,2,3
Rater_3,Person_48,3,4,3,2,2,2,1,3
Rater_3,Person_49,3,3,3,2,3,2,1,2
Rater_3,Person_50,2,3,1,1,1,2,0,1
Rater_3,Person_51,0,3,0,0,1,0,1,1
Rater_3,Person_52,3,3,2,2,3,3,1,3
Rater_3,Person_53,3,4,2,3,4,1,2,3
Rater_3,Person_54,3,4,4,5,4,2,2,5
Rater_3,Person_55,3,4,4,2,3,3,3,3
Rater_3,Person_56,5,5,4,2,5,3,3,5
Rater_3,Person_57,3,4,3,2,2,3,1,2
Rater_3,Person_58,2,3,3,1,2,0,0,0
Rater_3,Person_59,2,4,2,2,4,2,0,2
Rater_3,Person_60,3,2,2,0,3,1,1,2
Rater_3,Person_61,5,5,4,5,5,3,5,4
Rater_3,Person_62,2,3,2,2,2,2,1,2
Rater_3,Person_63,3,4,2,3,3,3,1,3
Rater_3,Person_64,3,2,2,2,2,2,0,2
Rater_3,Person_65,3,4,3,4,3,3,3,4
Rater_3,Person_66,4,4,3,1,3,3,2,2
Rater_3,Person_67,2,4,1,2,2,0,1,3
Rater_3,Person_68,3,4,2,3,3,1,2,3
Rater_3,Person_69,2,3,3,3,3,1,0,3
Rater_3,Person_70,4,4,4,2,4,3,1,3
Rater_3,Person_71,2,4,3,3,2,1,1,3
Rater_3,Person_72,2,2,1,0,0,1,0,1
Rater_3,Person_73,2,1,2,0,1,0,0,2
Rater_3,Person_74,3,3,3,2,4,2,0,3
Rater_3,Person_75,4,4,4,3,5,2,4,4
Rater_3,Person_76,3,3,2,2,3,3,1,3
Rater_3,Person_77,4,3,2,2,2,2,1,4
Rater_3,Person_78,3,4,3,4,3,3,2,3
Rater_3,Person_79,4,5,4,3,5,3,4,4
Rater_3,Person_80,4,4,3,1,3,2,2,4
Rater_3,Person_81,3,3,2,0,2,0,1,2
Rater_3,Person_82,4,4,2,3,3,3,3,3
Rater_3,Person_83,3,3,3,3,4,4,2,4
Rater_3,Person_84,4,5,3,4,4,5,2,5
Rater_3,Person_85,4,4,2,3,3,2,1,3
Rater_3,Person_86,3,3,2,0,2,1,1,1
Rater_3,Person_87,2,2,2,0,1,1,2,1
Rater_3,Person_88,5,5,3,3,5,4,4,3
Rater_3,Person_89,5,5,4,5,5,4,2,4
Rater_3,Person_90,3,3,2,2,3,2,2,2
Rater_3,Person_91,4,4,2,2,3,3,1,1
Rater_3,Person_92,5,5,4,2,5,2,2,4
Rater_3,Person_93,1,2,1,1,1,0,0,0
Rater_3,Person_94,2,2,1,2,3,1,0,2
Rater_3,Person_95,3,5,4,3,4,2,3,2
Rater_3,Person_96,3,1,2,3,4,3,1,1
Rater_3,Person_97,3,4,3,2,3,2,1,0
Rater_3,Person_98,3,5,3,2,3,1,1,3
Rater_3,Person_99,3,4,2,5,3,1,1,2
Rater_3,Person_100,5,4,4,3,5,4,3,5
Rater_3,Person_101,3,3,2,3,2,3,1,2
Rater_3,Person_102,5,5,5,3,3,4,3,3
Rater_3,Person_103,1,1,0,0,0,0,0,1
Rater_3,Person_104,4,3,4,1,3,1,2,3
Rater_3,Person_105,2,3,2,1,0,1,1,2
Rater_3,Person_106,2,3,1,1,3,1,1,1
Rater_3,Person_107,3,2,3,0,4,1,1,2
Rater_3,Person_108,3,3,1,2,3,1,1,3
Rater_3,Person_109,3,4,3,3,4,4,2,4
Rater_3,Person_110,1,2,1,2,2,1,0,0
Rater_3,Person_111,3,3,3,3,4,2,2,3
Rater_3,Person_112,2,3,4,4,3,2,1,2
Rater_3,Person_113,3,3,3,3,3,2,3,3
Rater_3,Person_114,3,4,4,3,4,3,3,4
Rater_3,Person_115,4,5,4,2,3,4,2,3
