,,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8
Rater_1,Person_50,3,3,4,4,2,2,2,2
Rater_1,Person_51,3,3,2,5,1,1,2,2
Rater_1,Person_52,4,2,3,4,4,2,4,3
Rater_1,Person_53,2,1,1,1,1,1,2,2
Rater_1,Person_54,2,2,3,2,4,1,0,1
Rater_1,Person_55,2,2,3,3,3,1,1,1
Rater_1,Person_56,2,3,1,3,3,1,0,1
Rater_1,Person_57,4,3,3,2,2,2,2,2
Rater_1,Person_58,3,5,3,5,4,4,2,4
Rater_1,Person_59,2,2,1,1,3,1,1,1
Rater_1,Person_60,5,5,4,5,4,3,2,3
Rater_1,Person_61,1,2,0,2,2,0,0,1
Rater_1,Person_62,2,3,2,3,2,2,1,2
Rater_1,Person_63,3,3,3,4,3,1,1,2
Rater_1,Person_64,3,3,3,3,3,3,3,2
Rater_1,Person_65,5,4,3,5,4,2,4,2
Rater_1,Person_66,3,4,4,4,5,3,1,1
Rater_1,Person_67,2,3,2,3,3,1,3,2
Rater_1,Person_68,2,3,3,2,1,1,0,0
Rater_1,Person_69,5,4,3,5,3,3,3,4
Rater_1,Person_70,3,2,3,4,3,2,1,2
Rater_1,Person_71,2,2,0,2,1,0,0,2
Rater_1,Person_72,2,2,2,2,2,0,0,1
Rater_1,Person_73,1,2,1,3,2,1,2,1
Rater_1,Person_74,2,4,4,4,4,4,1,3
Rater_1,Person_75,3,3,4,4,3,2,0,2
Rater_1,Person_76,4,4,2,4,2,2,2,4
Rater_1,Person_77,2,3,2,3,1,0,2,1
Rater_1,Person_78,3,4,3,5,3,2,0,2
Rater_1,Person_79,2,4,3,5,3,2,1,2
Rater_1,Person_80,4,3,3,4,2,1,1,1
Rater_1,Person_81,3,3,4,4,3,2,4,3
Rater_1,Person_82,2,4,2,2,2,2,0,2
Rater_1,Person_83,2,3,2,3,3,0,2,3
Rater_1,Person_84,3,3,1,1,3,1,2,2
Rater_1,Person_85,0,2,1,2,1,0,1,1
Rater_1,Person_86,4,4,4,4,3,3,2,1
Rater_1,Person_87,2,3,2,2,3,2,0,2
Rater_1,Person_88,2,3,2,4,3,2,2,1
Rater_1,Person_89,4,4,2,3,3,2,0,2
Rater_1,Person_90,3,3,2,4,3,3,2,1
Rater_1,Person_91,4,4,4,3,4,4,3,4
Rater_1,Person_92,3,3,3,4,4,2,3,2
Rater_1,Person_93,3,3,2,3,4,2,0,4
Rater_1,Person_94,3,3,3,3,2,1,2,2
Rater_1,Person_95,2,2,0,2,1,0,1,0
Rater_1,Person_96,1,3,2,3,0,2,1,2
Rater_1,Person_97,2,2,2,2,1,0,2,0
Rater_1,Person_98,2,3,1,2,2,0,1,1
Rater_1,Person_99,2,4,2,4,3,2,3,3
Rater_1,Person_100,2,3,3,3,3,1,0,1
Rater_1,Person_101,2,3,1,3,3,2,1,2
Rater_1,Person_102,4,3,5,5,3,3,4,3
Rater_1,Person_103,2,3,2,3,4,1,2,1
Rater_1,Person_104,3,5,3,5,3,3,2,3
Rater_1,Person_105,2,2,1,2,1,0,1,1
Rater_1,Person_106,4,3,2,3,4,1,2,2
Rater_1,Person_107,3,1,2,3,1,0,1,1
Rater_1,Person_108,2,2,2,3,2,1,1,2
Rater_1,Person_109,5,3,3,4,5,3,2,4
Rater_1,Person_110,0,2,0,1,1,0,0,0
Rater_1,Person_111,3,4,2,4,4,2,2,3
Rater_1,Person_112,4,3,3,3,4,3,1,2
Rater_1,Person_113,3,3,2,3,2,2,2,2
Rater_1,Person_114,0,2,1,3,2,1,0,0
Rater_1,Person_115,2,2,1,2,4,3,2,2
Rater_1,Person_116,3,2,2,3,3,2,2,1
Rater_1,Person_117,3,3,3,4,3,2,1,3
Rater_1,Person_118,2,4,2,4,3,1,2,2
Rater_1,Person_119,5,5,4,4,4,4,3,4
Rater_1,Person_120,3,4,1,2,2,1,1,2
Rater_1,Person_121,2,2,2,3,1,1,0,2
Rater_1,Person_122,3,4,3,5,4,1,2,2
Rater_1,Person_123,3,4,3,4,2,1,1,2
Rater_1,Person_124,5,4,4,5,5,3,3,3
Rater_1,Person_125,3,5,2,4,4,5,1,3
Rater_1,Person_126,4,4,4,4,3,2,1,3
Rater_1,Person_127,4,5,4,5,4,2,3,4
Rater_1,Person_128,1,1,2,2,1,0,0,1
Rater_1,Person_129,2,3,1,3,2,1,1,1
Rater_1,Person_130,2,2,2,2,2,1,1,2
Rater_1,Person_131,3,3,2,3,4,2,2,1
Rater_1,Person_132,1,2,1,3,2,1,1,0
Rater_1,Person_133,3,5,3,4,2,2,3,3
Rater_1,Person_134,3,2,2,3,4,2,1,2
Rater_1,Person_135,1,1,0,2,1,0,0,1
Rater_1,Person_136,2,1,0,2,0,0,0,0
Rater_1,Person_137,3,4,3,3,4,2,2,3
Rater_1,Person_138,4,4,3,5,5,3,2,2
Rater_1,Person_139,5,5,5,5,3,4,4,4
Rater_1,Person_140,5,5,4,5,5,4,5,4
Rater_1,Person_141,3,5,2,4,3,2,2,2
Rater_1,Person_142,2,1,0,2,3,0,0,1
Rater_1,Person_143,1,1,1,1,1,0,0,0
Rater_1,Person_144,3,4,2,3,3,1,3,2
Rater_1,Person_145,3,3,2,4,3,3,1,1
Rater_1,Person_146,4,3,1,4,3,0,1,2
Rater_1,Person_147,2,4,2,2,3,1,1,1
Rater_1,Person_148,3,3,3,4,2,2,2,3
Rater_1,Person_149,5,4,4,3,5,3,3,3
Rater_1,Person_150,2,2,2,4,4,2,2,2
Rater_1,Person_151,3,3,2,3,4,3,1,2
Rater_1,Person_152,2,2,1,2,2,1,1,1
Rater_1,Person_153,1,1,0,3,3,1,0,0
Rater_1,Person_154,3,2,2,3,1,2,2,1
Rater_1,Person_155,3,3,3,4,3,2,2,3
Rater_1,Person_156,4,5,5,5,5,4,3,5
Rater_1,Person_157,2,2,3,4,4,2,3,2
Rater_1,Person_158,3,4,3,3,5,3,3,2
Rater_1,Person_159,2,2,3,2,2,1,0,2
Rater_1,Person_160,2,2,2,2,2,1,0,1
Rater_1,Person_161,2,2,2,2,1,0,1,1
Rater_1,Person_162,2,2,2,2,2,1,1,2
Rater_1,Person_163,5,5,4,5,5,4,3,5
Rater_1,Person_164,1,2,1,2,3,0,1,0
Rater_1,Person_165,4,5,5,4,4,4,2,2
Rater_1,Person_166,2,2,3,2,2,0,1,1
Rater_1,Person_167,4,5,3,4,4,2,1,2
Rater_1,Person_168,4,4,2,4,4,2,2,2
Rater_1,Person_169,1,3,2,3,3,2,1,1
Rater_1,Person_170,3,4,2,5,3,2,1,3
Rater_1,Person_171,2,3,2,4,2,1,1,2
Rater_1,Person_172,4,4,4,3,3,2,1,3
Rater_1,Person_173,2,2,2,3,3,2,1,0
Rater_1,Person_174,0,3,1,2,1,2,0,0
Rater_1,Person_175,2,3,0,3,2,0,0,1
Rater_1,Person_176,3,5,1,4,4,2,1,3
Rater_1,Person_177,4,5,3,4,4,2,4,3
Rater_1,Person_178,3,3,2,2,3,2,2,2
Rater_1,Person_179,3,3,3,4,2,2,0,2
Rater_1,Person_180,4,4,3,2,4,2,1,1
Rater_1,Person_181,5,5,5,5,5,3,2,3
Rater_1,Person_182,3,4,2,3,2,1,2,3
Rater_1,Person_183,3,3,1,3,2,1,2,2
Rater_1,Person_184,4,4,4,5,4,3,2,4
Rater_1,Person_185,4,4,3,4,3,0,2,3
Rater_1,Person_186,5,5,4,5,4,4,2,4
Rater_1,Person_187,2,4,4,3,3,1,2,2
Rater_1,Person_188,1,2,1,2,1,0,1,1
Rater_1,Person_189,1,2,1,2,2,0,1,1
Rater_1,Person_190,4,5,3,5,5,2,4,4
Rater_1,Person_191,5,5,3,5,4,4,4,4
Rater_1,Person_192,3,3,3,4,3,1,2,2
Rater_1,Person_193,2,2,1,3,2,2,1,2
Rater_1,Person_194,4,5,4,4,5,4,4,4
Rater_1,Person_195,2,2,2,2,1,1,0,0
Rater_1,Person_196,0,2,1,2,1,1,2,3
Rater_1,Person_197,4,4,3,4,3,2,3,3
Rater_1,Person_198,2,2,0,2,2,2,1,2
Rater_1,Person_199,3,2,3,3,3,2,2,3
Rater_1,Person_200,2,3,2,3,3,2,1,2
Rater_1,Person_201,2,4,2,3,4,2,1,3
Rater_1,Person_202,4,5,4,4,4,3,2,4
Rater_1,Person_203,5,3,1,5,4,2,1,3
Rater_1,Person_204,4,4,3,5,4,3,2,2
Rater_1,Person_205,0,1,0,1,1,0,0,0
Rater_1,Person_206,2,4,2,4,3,2,2,2
Rater_1,Person_207,1,2,2,3,2,2,0,1
Rater_1,Person_208,2,1,1,3,2,0,0,1
Rater_1,Person_209,1,2,1,3,3,0,1,1
Rater_1,Person_210,2,4,2,2,2,1,0,2
Rater_1,Person_211,3,4,3,5,5,3,3,3
Rater_1,Person_212,1,2,0,1,2,0,0,1
Rater_1,Person_213,3,3,1,3,2,0,2,2
Rater_1,Person_214,2,1,3,3,2,2,1,2
Rater_1,Person_215,1,2,2,3,3,1,1,1
Rater_1,Person_216,5,5,3,4,4,4,3,2
Rater_1,Person_217,5,4,2,5,3,3,2,2
Rater_1,Person_218,3,5,4,4,5,4,4,2
Rater_1,Person_219,2,3,2,3,3,2,1,2
Rater_1,Person_220,1,2,2,3,3,0,0,0
Rater_1,Person_221,3,4,3,4,3,2,0,3
Rater_1,Person_222,4,3,3,3,3,1,2,2
Rater_1,Person_223,3,4,3,4,4,1,2,3
Rater_1,Person_224,2,2,2,2,1,2,0,1
Rater_1,Person_225,3,3,2,4,3,2,2,2
Rater_1,Person_226,3,3,3,3,3,2,3,2
Rater_1,Person_227,5,5,5,5,5,5,4,5
Rater_1,Person_228,4,5,4,5,4,4,4,4
Rater_1,Person_229,2,3,2,3,1,1,1,0
Rater_1,Person_230,3,4,3,4,5,2,1,1
Rater_1,Person_231,3,2,2,1,2,0,0,0
Rater_1,Person_232,2,2,2,2,2,1,0,0
Rater_1,Person_233,4,4,3,4,3,0,0,2
Rater_1,Person_234,4,4,3,5,4,2,3,3
Rater_1,Person_235,1,1,1,2,3,1,1,1
Rater_1,Person_236,2,2,2,2,3,1,2,2
Rater_1,Person_237,0,1,1,1,1,1,0,1
Rater_1,Person_238,2,4,3,4,3,3,1,3
Rater_1,Person_239,2,2,1,3,1,0,2,2
Rater_1,Person_240,1,3,3,3,2,1,1,0
Rater_1,Person_241,2,3,2,3,2,2,1,1
Rater_1,Person_242,4,3,2,3,2,1,1,3
Rater_1,Person_243,1,1,1,3,2,0,0,1
Rater_1,Person_244,1,1,1,1,3,0,0,2
Rater_1,Person_245,5,4,4,4,5,5,3,4
Rater_1,Person_246,1,2,1,3,1,1,0,0
Rater_1,Person_247,2,2,2,1,1,1,1,1
Rater_1,Person_248,5,4,4,5,4,4,3,5
Rater_1,Person_249,5,5,5,5,4,5,5,5
Rater_1,Person_250,2,3,1,2,2,1,0,1
Rater_1,Person_251,2,3,1,3,3,0,1,2
Rater_1,Person_252,4,3,4,4,4,2,2,2
Rater_1,Person_253,5,5,4,5,4,4,5,4
Rater_1,Person_254,2,2,1,3,2,0,2,1
Rater_1,Person_255,3,3,3,3,2,3,1,1
Rater_1,Person_256,4,4,3,3,2,4,3,3
Rater_1,Person_257,4,4,1,5,3,2,2,3
Rater_1,Person_258,1,3,3,4,1,2,1,3
Rater_1,Person_259,3,2,2,2,3,2,1,2
Rater_1,Person_260,2,1,1,2,0,1,1,2
Rater_1,Person_261,3,4,2,4,2,2,2,2
Rater_1,Person_262,2,3,2,2,3,2,0,2
Rater_1,Person_263,4,4,3,4,3,3,1,1
Rater_1,Person_264,2,2,2,1,3,2,1,1
Rater_1,Person_265,4,4,4,3,4,3,3,3
Rater_1,Person_266,4,5,4,5,4,3,3,3
Rater_1,Person_267,4,5,3,3,2,1,2,2
Rater_1,Person_268,4,3,2,3,2,2,2,2
Rater_1,Person_269,3,2,3,2,2,3,1,3
Rater_1,Person_270,2,3,2,3,4,2,2,3
Rater_1,Person_271,2,3,2,3,1,1,0,1
Rater_1,Person_272,3,4,3,4,3,3,2,2
Rater_1,Person_273,3,3,3,2,2,0,1,3
Rater_1,Person_274,5,5,4,5,5,3,5,4
Rater_1,Person_275,4,5,4,4,5,3,4,3
Rater_1,Person_276,4,3,2,4,4,2,2,3
Rater_1,Person_277,3,3,0,3,1,1,0,2
Rater_1,Person_278,3,1,0,3,2,1,1,2
Rater_1,Person_279,3,5,3,5,5,3,3,3
Rater_1,Person_280,4,2,2,3,4,2,2,2
Rater_1,Person_281,4,5,3,4,4,3,3,2
Rater_1,Person_282,1,2,0,1,1,0,0,0
Rater_1,Person_283,3,4,4,4,4,1,3,4
Rater_1,Person_284,3,5,2,4,3,1,2,2
Rater_1,Person_285,1,2,0,3,2,1,0,1
Rater_1,Person_286,3,3,2,3,3,2,0,1
Rater_1,Person_287,4,4,1,3,3,2,2,4
Rater_1,Person_288,3,5,4,3,2,1,2,2
Rater_1,Person_289,3,3,2,3,2,1,0,3
Rater_1,Person_290,3,4,3,4,3,1,2,1
Rater_1,Person_291,4,4,2,4,3,0,2,2
Rater_1,Person_292,3,3,2,4,2,3,2,2
Rater_1,Person_293,4,5,4,5,5,4,3,4
Rater_1,Person_294,0,2,0,0,1,1,0,0
Rater_1,Person_295,3,3,2,3,3,1,0,3
Rater_1,Person_296,2,5,3,3,3,2,2,2
Rater_1,Person_297,3,4,3,4,4,2,2,3
Rater_1,Person_298,2,3,3,3,2,2,2,3
Rater_1,Person_299,2,1,0,3,1,1,0,0
Rater_1,Person_300,3,5,3,2,4,3,3,2
Rater_1,Person_301,5,4,4,4,4,4,3,4
Rater_1,Person_302,2,1,0,0,1,0,0,1
Rater_1,Person_303,4,4,4,3,5,3,2,4
Rater_1,Person_304,2,3,3,3,2,1,1,1
Rater_1,Person_305,3,4,2,2,3,1,2,2
Rater_1,Person_306,0,3,2,2,2,0,2,1
Rater_1,Person_307,2,3,2,3,2,1,1,2
Rater_1,Person_308,4,5,4,5,3,3,4,3
Rater_1,Person_309,4,3,2,4,3,3,2,2
Rater_1,Person_310,4,5,4,5,5,4,4,3
Rater_1,Person_311,4,5,5,5,4,3,2,3
Rater_1,Person_312,4,4,2,4,4,1,1,3
Rater_1,Person_313,5,5,4,5,5,3,2,3
Rater_1,Person_314,4,5,2,3,3,2,2,3
Rater_1,Person_315,5,5,4,4,4,3,2,3
Rater_1,Person_316,3,3,2,3,2,2,0,1
Rater_1,Person_317,2,3,2,3,3,3,1,2
Rater_1,Person_318,2,3,3,3,2,1,1,2
Rater_1,Person_319,4,5,2,5,4,3,3,3
Rater_1,Person_320,1,1,2,2,3,1,0,2
Rater_1,Person_321,3,4,3,4,4,3,4,4
Rater_1,Person_322,2,1,4,3,2,1,1,2
Rater_1,Person_323,4,4,4,4,5,2,4,4
Rater_1,Person_324,5,4,3,5,4,3,2,2
Rater_1,Person_325,5,5,5,4,5,4,2,3
Rater_1,Person_326,4,4,3,4,5,3,2,3
Rater_1,Person_327,1,2,0,1,1,0,0,0
Rater_1,Person_328,3,3,2,2,2,0,2,1
Rater_1,Person_329,2,2,1,2,2,1,1,1
Rater_1,Person_330,2,3,2,3,2,2,0,2
Rater_1,Person_331,4,4,4,4,5,3,3,3
Rater_1,Person_332,3,3,1,4,3,2,2,2
Rater_1,Person_333,2,2,3,3,2,1,1,2
Rater_1,Person_334,2,2,0,3,2,1,0,1
Rater_1,Person_335,3,3,2,3,3,1,1,2
Rater_1,Person_336,1,1,2,2,2,0,1,0
Rater_1,Person_337,3,3,1,3,1,0,0,2
Rater_1,Person_338,3,5,3,3,3,2,2,2
Rater_1,Person_339,4,5,3,5,5,3,2,4
Rater_1,Person_340,4,5,2,5,4,1,4,3
Rater_1,Person_341,0,0,0,1,1,0,0,1
Rater_1,Person_342,3,3,5,4,3,2,2,2
Rater_1,Person_343,4,3,2,3,4,1,2,2
Rater_1,Person_344,4,3,3,4,3,3,3,2
Rater_1,Person_345,4,5,3,4,4,3,3,4
Rater_1,Person_346,0,0,1,2,2,0,0,0
Rater_1,Person_347,2,1,2,2,2,2,1,2
Rater_1,Person_348,3,4,3,5,4,3,2,3
Rater_1,Person_349,2,1,0,2,0,0,0,1
Rater_1,Person_350,4,3,3,5,4,3,3,3
Rater_1,Person_351,1,4,4,4,4,3,2,2
Rater_1,Person_352,4,5,4,3,3,4,4,3
Rater_1,Person_353,3,3,2,2,3,1,2,0
Rater_1,Person_354,2,4,3,5,3,2,3,3
Rater_1,Person_355,4,4,3,4,4,3,3,4
Rater_1,Person_356,3,4,3,4,4,2,2,3
Rater_1,Person_357,3,4,3,4,3,2,1,1
Rater_1,Person_358,3,4,2,4,3,2,2,3
Rater_1,Person_359,2,3,2,2,1,2,0,1
Rater_1,Person_360,4,4,3,4,3,2,1,4
Rater_1,Person_361,3,4,2,3,3,2,3,1
Rater_1,Person_362,4,5,3,2,3,2,1,3
Rater_1,Person_363,3,5,3,5,4,2,3,1
Rater_1,Person_364,2,2,0,3,1,0,0,2
Rater_1,Person_365,3,3,2,4,3,1,3,2
Rater_1,Person_366,2,5,5,5,5,3,3,3
Rater_1,Person_367,2,2,2,3,2,0,1,1
Rater_1,Person_368,2,3,2,4,1,1,0,2
Rater_1,Person_369,3,4,3,3,2,1,3,2
Rater_1,Person_370,4,3,3,5,4,4,3,2
Rater_1,Person_371,2,2,3,3,3,2,2,2
Rater_1,Person_372,4,5,4,4,5,2,3,3
Rater_1,Person_373,3,4,3,4,4,3,3,3
Rater_1,Person_374,5,5,4,4,4,2,2,2
Rater_1,Person_375,4,4,3,4,3,3,1,3
Rater_1,Person_376,5,5,5,5,5,4,4,5
Rater_1,Person_377,4,3,3,2,2,1,2,2
Rater_1,Person_378,0,2,1,2,1,0,0,0
Rater_1,Person_379,5,5,5,4,4,4,3,5
Rater_1,Person_380,3,3,0,3,2,3,2,1
Rater_1,Person_381,3,2,2,4,3,0,2,2
Rater_1,Person_382,3,5,3,5,4,3,3,3
Rater_1,Person_383,1,2,1,2,1,0,0,0
Rater_1,Person_384,2,2,1,3,1,0,2,0
Rater_1,Person_385,1,1,0,1,2,0,0,1
Rater_1,Person_386,3,3,1,2,2,1,1,1
Rater_1,Person_387,3,3,2,3,3,1,2,4
Rater_1,Person_388,4,4,3,5,2,3,1,2
Rater_1,Person_389,3,3,3,3,4,1,2,3
Rater_1,Person_390,1,2,1,2,2,0,1,1
Rater_1,Person_391,1,1,0,1,1,0,0,1
Rater_1,Person_392,3,2,3,3,4,3,1,2
Rater_1,Person_393,2,4,1,3,3,2,0,3
Rater_1,Person_394,3,4,2,3,3,3,4,2
Rater_1,Person_395,4,5,4,4,5,3,1,3
Rater_1,Person_396,2,2,3,3,3,2,3,3
Rater_1,Person_397,5,4,2,4,3,1,2,4
Rater_1,Person_398,2,4,4,4,2,2,2,3
Rater_1,Person_399,5,5,3,3,4,3,3,4
Rater_1,Person_400,2,2,1,3,2,2,2,0
Rater_1,Person_401,2,2,1,3,2,2,3,3
Rater_1,Person_402,4,4,3,3,3,2,3,2
Rater_1,Person_403,4,5,4,5,4,2,2,3
Rater_1,Person_404,3,2,2,4,2,1,1,2
Rater_1,Person_405,3,5,4,5,2,3,2,3
Rater_1,Person_406,2,3,1,3,3,1,2,1
Rater_1,Person_407,2,3,1,3,3,2,3,1
Rater_1,Person_408,5,5,3,5,5,2,3,3
Rater_1,Person_409,1,2,1,1,0,0,0,0
Rater_1,Person_410,1,2,1,1,2,0,1,2
Rater_1,Person_411,1,3,1,3,2,0,0,1
Rater_1,Person_412,1,1,0,0,0,0,0,0
Rater_1,Person_413,2,3,2,4,1,1,1,0
Rater_1,Person_414,3,5,4,5,3,3,1,2
Rater_1,Person_415,3,3,3,4,2,2,2,2
Rater_1,Person_416,5,4,2,3,3,1,2,2
Rater_1,Person_417,4,5,3,5,5,3,3,3
Rater_1,Person_418,4,4,4,5,5,2,4,4
Rater_1,Person_419,3,3,2,3,2,2,3,3
Rater_1,Person_420,5,5,4,5,4,3,3,3
Rater_1,Person_421,3,4,2,3,3,2,1,2
Rater_1,Person_422,3,3,1,4,1,1,1,1
Rater_1,Person_423,4,2,2,2,3,0,0,1
Rater_1,Person_424,2,1,1,1,1,1,1,0
Rater_1,Person_425,1,4,1,2,3,2,0,1
Rater_1,Person_426,3,2,2,2,2,1,1,2
Rater_1,Person_427,4,5,3,5,4,4,3,3
Rater_1,Person_428,4,5,5,4,4,4,3,4
Rater_1,Person_429,2,2,2,1,0,0,0,0
Rater_1,Person_430,2,4,4,4,4,2,4,2
Rater_1,Person_431,2,3,3,3,1,1,0,0
Rater_1,Person_432,4,3,3,4,5,3,1,2
Rater_1,Person_433,2,2,4,3,3,1,3,2
Rater_1,Person_434,0,1,0,2,1,0,0,0
Rater_1,Person_435,4,4,3,4,3,2,2,3
Rater_1,Person_436,2,2,1,3,2,1,1,1
Rater_1,Person_437,3,3,2,5,2,1,2,1
Rater_1,Person_438,1,2,2,2,2,0,3,1
Rater_1,Person_439,2,3,2,2,2,1,0,1
Rater_1,Person_440,2,2,2,3,3,3,2,2
Rater_1,Person_441,3,2,3,3,3,2,2,3
Rater_1,Person_442,3,4,4,5,3,3,2,2
Rater_1,Person_443,4,4,3,4,2,2,1,3
Rater_1,Person_444,5,5,4,3,5,2,2,3
Rater_1,Person_445,3,3,2,2,3,0,1,2
Rater_1,Person_446,1,2,0,2,0,0,0,1
Rater_1,Person_447,3,5,3,5,4,3,3,3
Rater_1,Person_448,2,3,2,4,2,1,1,1
Rater_1,Person_449,3,4,4,5,4,3,2,4
Rater_1,Person_450,3,5,4,2,3,1,1,3
Rater_1,Person_451,3,4,2,4,2,3,2,2
Rater_1,Person_452,4,4,3,4,3,1,2,2
Rater_1,Person_453,5,5,5,4,5,4,4,3
Rater_1,Person_454,5,5,4,5,5,5,5,3
Rater_1,Person_455,3,4,2,5,2,2,1,2
Rater_1,Person_456,3,5,2,4,4,1,2,2
Rater_1,Person_457,4,4,4,5,4,3,3,4
Rater_1,Person_458,3,3,1,4,3,0,0,1
Rater_1,Person_459,4,4,3,5,3,2,2,2
Rater_1,Person_460,3,4,2,3,3,2,2,3
Rater_1,Person_461,3,4,3,4,4,3,2,1
Rater_1,Person_462,2,3,3,2,3,1,0,1
Rater_1,Person_463,2,3,2,2,0,1,0,0
Rater_1,Person_464,2,2,1,1,1,0,0,0
Rater_1,Person_465,0,2,1,2,1,0,0,1
Rater_1,Person_466,2,3,1,3,2,1,0,2
Rater_1,Person_467,2,3,1,2,2,1,2,0
Rater_1,Person_468,5,5,4,5,5,4,3,4
Rater_1,Person_469,5,4,4,4,4,3,4,3
Rater_1,Person_470,2,2,2,3,2,1,0,2
Rater_1,Person_471,2,4,4,4,4,2,2,3
Rater_1,Person_472,2,3,1,2,2,1,1,2
Rater_1,Person_473,2,4,2,2,3,1,0,2
Rater_1,Person_474,3,3,1,4,3,2,2,3
Rater_1,Person_475,5,5,3,4,3,2,2,3
Rater_1,Person_476,4,3,2,4,4,2,1,2
Rater_1,Person_477,3,4,3,5,4,4,3,3
Rater_1,Person_478,2,3,1,2,1,0,0,2
Rater_1,Person_479,3,3,3,4,2,2,2,2
Rater_1,Person_480,5,5,5,5,5,5,4,5
Rater_1,Person_481,3,3,2,3,2,2,1,2
Rater_1,Person_482,5,5,4,5,5,3,3,4
Rater_1,Person_483,2,3,2,4,3,3,1,2
Rater_1,Person_484,2,4,3,4,3,2,2,3
Rater_1,Person_485,4,4,0,3,5,0,3,2
Rater_1,Person_486,2,2,2,3,1,3,0,1
Rater_1,Person_487,1,3,2,2,2,1,0,1
Rater_1,Person_488,4,4,4,4,4,2,2,2
Rater_1,Person_489,2,2,1,2,2,0,1,1
Rater_1,Person_490,3,4,3,4,4,2,2,3
Rater_1,Person_491,5,4,4,4,5,3,3,3
Rater_1,Person_492,4,3,3,4,3,3,2,3
Rater_1,Person_493,3,3,2,4,4,2,2,2
Rater_1,Person_494,4,3,3,5,3,3,2,1
Rater_1,Person_495,2,3,3,3,1,0,2,2
Rater_1,Person_496,4,5,3,5,4,4,3,4
Rater_1,Person_497,1,2,0,2,1,0,1,1
Rater_1,Person_498,4,4,2,3,3,1,1,2
Rater_1,Person_499,1,2,1,1,0,0,0,0
Rater_1,Person_500,2,2,1,3,2,0,0,1
Rater_2,Person_1,4,5,3,5,4,2,2,3
Rater_2,Person_2,3,3,2,4,1,1,0,1
Rater_2,Person_3,5,5,5,5,5,3,3,2
Rater_2,Person_4,4,4,4,5,5,2,2,4
Rater_2,Person_5,1,2,1,3,2,0,0,0
Rater_2,Person_6,2,3,2,2,2,0,0,1
Rater_2,Person_7,4,5,2,5,4,2,0,1
Rater_2,Person_8,4,3,3,4,2,0,1,2
Rater_2,Person_9,5,4,3,5,3,2,1,2
Rater_2,Person_10,3,5,3,4,3,0,1,1
Rater_2,Person_11,5,5,4,5,5,1,2,3
Rater_2,Person_12,5,5,5,5,4,3,3,4
Rater_2,Person_13,4,5,3,4,5,1,1,3
Rater_2,Person_14,4,5,4,5,4,3,3,3
Rater_2,Person_15,4,5,3,5,4,1,2,3
