,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15,PC 16,PC 17,PC 18,PC 19,PC 20,PC 21,PC 22,PC 23,PC 24,PC 25,PC 26,PC 27,PC 28,PC 29,PC 30,PC 31,PC 32,PC 33,PC 34,PC 35,PC 36,PC 37,PC 38,PC 39,PC 40,PC 41,PC 42,PC 43,PC 44,PC 45,PC 46,PC 47,PC 48,PC 49
Item_11,-0.04944216834969035,-0.030097457754651964,-0.0053254072649958455,0.011320909574845514,-0.06290545353228891,0.020554679007847746,0.00988790962220445,0.0034830621825383727,-0.007416290406952053,0.016817484300949623,0.014391303691883224,0.010338767737684416,-0.02274977046729228,-0.02456096106193698,0.02648526221499547,-0.02535420663754873,-0.020024231780793957,0.040966285316053376,0.0008276283685703036,0.004584301828549976,0.04611211051749208,0.000733122037862299,-0.03723571373838239,-0.022569898454530495,0.007982941031826741,0.016216019443016937,0.029234883134008027,0.018593403747543844,0.011286448110143475,-0.030571912452762747,0.00140903453349154,-0.008491060935757473,-0.003864673045087153,0.03351081818826896,-0.020744662677588902,0.013834892351107502,-0.018967680719132483,-0.016645962806575914,0.01299958626712346,0.010955497200842304,0.009330915493141244,0.01283253255317024,0.014881966784584564,0.0024479788722897157,-0.003967566682351953,-0.01561078013327808,0.006994665934180865,-0.0016437275162660286,0.006156778965452009
Item_12,-0.003597376762798187,-0.016505332371605508,0.04059321802900954,0.03482128716476221,0.028552541462207835,0.01903157426507433,0.04689513622514149,-0.00666710056627336,-0.0009476874378444812,0.01744740713814271,0.0025339076276545704,0.02791408716170989,0.02489847815072637,-0.0360450945704693,0.016353854161142316,-0.01975046031288782,-0.0005608118701972256,0.032060610621473466,0.020860329793974213,0.049990657474546354,-0.017188037220564476,-0.00531835611336788,0.020090041106476383,-0.011366923699767007,0.0404765970592135,-0.0258140984760625,-0.03790459679980718,-0.002118450302099157,-0.012747640101821797,0.004024685281066184,0.017965733513881282,0.01288171219081462,-0.030368653580564682,0.007849165086138078,0.024732622566205533,-0.004721650081771287,0.01843424573047328,-0.004614703721712925,0.005691699456017964,-0.012725684333265626,0.021206959613851287,0.02162374230146026,-0.009332373176310827,0.01281803405456604,0.005767349058133195,-0.0011070665895298016,0.006347875589390771,-0.0025315210204413085,0.004178256040914956
Item_13,-0.03233491114490652,0.017974581004620387,-0.01937921838192965,-0.05442034206119207,0.00448957783141463,-0.0020916529631874307,0.008119641290532017,0.015507294920790185,-0.028374719889570087,0.027114804162749983,0.009493142086800143,-0.027541402060956413,0.03396813444242156,0.0004427760770381722,0.04132729114417607,-0.03891368293806356,0.0016707997108683158,-0.03029752294060257,-0.0029350210715568424,-0.03640570172615614,0.0006030340021445415,0.009980037849181089,0.0342618691420621,-0.019766575881401596,0.010760410286986552,-0.049643722878997924,-0.012281298032881994,0.004829177258121686,0.021197254140582107,-0.038866874527525984,0.011021823703348074,0.03163816568503157,0.01631730779715728,0.007689078917867399,-0.008884867827480984,-0.0015754678199765698,0.013179633435760526,0.013250623337164905,-0.003918238529527155,0.01657536679695061,0.002281725578646088,-0.010893307796480194,-0.00933925545964258,0.0030340512304361943,-0.01562577407602702,-0.008000049546331576,0.006184882557897475,0.006623021857817086,-0.006420987053405991
Item_14,-0.02490641961620157,-0.012013221113680639,0.06602615837464898,-0.0015033747278150277,-0.0032449826869264693,0.0674997682437892,-0.047675883674780525,0.005478458824606336,-0.02615643435121188,-0.00017824313237926518,-0.007029367565290017,-0.006243405486583371,0.032766994398149105,0.007286515230566013,-0.011367621948273189,0.018391969486327688,-0.03448915467050713,0.03701667002950963,-0.031899228517354855,-0.005154711056046237,-0.00531423164923498,-0.004786086819751954,0.031385722073047274,0.029423262771634717,0.012227815665989534,-0.013131478500585528,-0.012155569407656606,-0.001300953879969023,-0.01348378901907534,-0.017572072836974203,-0.007016776529807719,-0.002432312441915068,0.003398342817712483,0.007036842888636616,0.02468981782625502,-0.013158139747054303,-0.01998425295979009,-0.026088215031885353,0.004151464916148858,0.013184104706570058,-0.02023183675731691,-0.018203866411327253,0.00716786213543033,-0.006952454927234945,0.0031306292376973937,-0.005258879463752179,-0.005100541716881193,-0.018702247576128626,-0.008279830847622004
Item_15,-0.031385164662242504,0.05369178872963243,-0.02873513637242368,-0.008198453998435475,-0.0013018185906050433,0.031796015895030394,-0.04264523807029162,0.04392221293764686,0.022069520844470784,-0.031781475738957454,-0.008662339431179519,-0.009956381891393766,0.0031726230841404163,0.013033997913061753,-0.03176611977506941,0.00506447182597673,0.012689290333966612,0.05127199051410983,0.016163462765970957,-0.00675609948295317,0.013956027629978936,0.023006777763194614,-0.02021486122297006,-0.041596182949012975,-0.015439267382352205,-0.0015729299732245231,-0.014603569005828978,-0.007101769277474025,0.005682352770302835,0.012764940663231748,0.02255826051212881,-0.008269685520916349,-0.025992016248360204,0.0034393056324971056,-0.0183535550183491,-0.0172767738292798,0.039557703719760716,-0.02014301689118592,-0.006692670945944868,-0.007483690595095269,-0.009481958265721917,-0.009166376867001728,-0.013271559305651116,0.0029149439743142358,-0.0002724234160630753,-0.010920012263953548,-0.011338912480142875,0.005022909231033092,-0.005880782869544356
Item_16,-0.04131331832212272,0.021583578046072995,0.05735779891368289,-0.0315494073451561,0.012899231113066945,0.018122422226483456,-0.02763476352736897,-0.05742871253812384,0.03448757968009212,0.002166901168571809,0.04014346497750251,0.00805011583774678,-0.018952460454034637,0.0012978571463307291,-0.012489923837053635,0.004601443836182364,0.02810587446520993,0.02116989255657213,-0.003041216111534176,-0.003944457020472995,-0.0193125259557304,0.0330618181143039,0.004700841153554943,-0.02238453642391897,0.010244577397520903,-0.01810831242809464,0.020831391291647714,0.011615794205741367,-0.023129334844489105,-0.020566244614245242,0.027332531020087467,-0.03221525117477491,0.010273333569460643,-0.032832217826826285,-0.008158988662513996,0.019190966013336367,-0.010874142254341298,0.0064191527195287925,-0.0011695623013476396,0.002902227525743152,-0.00965855962112972,0.017033675065243125,-0.005766297447542729,-0.0066017267630618355,0.002660071661945389,0.016422528928739286,0.01497042489029498,0.006701882854174973,-0.004694829163538313
Item_17,-0.011619288874048882,-0.0030983988806137608,-0.0308106207612904,-0.02766972425707563,-0.0005375582701771268,-0.031881871517616574,0.02605302438162476,0.03597709330032753,0.03518188740255903,-0.010570954798631724,-0.014236999459468526,0.028134970055111185,-0.02553971577342416,-0.031519898130609465,-0.0010591953275831496,0.053887948390768596,-0.01993442725344881,0.031955471944354615,-0.008711642607312385,-0.04948104698324708,0.00015838343924498013,-0.004129386243647964,0.003974041582247294,0.03786632330872055,-0.02680205069929673,-0.014250786489903097,-0.02972936322630004,0.008079795620615782,-0.03561596546830856,-0.01164132292802488,0.005575252515127681,0.020902822061669366,0.01235777378747741,0.003999576458075918,-0.012829023025057184,0.01816638695849561,0.022403101540275725,0.0028703646116624766,-0.012416954912147787,-0.0032257174695349286,0.0050147638142255665,0.018325270209616527,0.013502963828228616,-0.0014115209181606225,-0.001062433102243364,0.002929338986861324,0.008963229643445992,-0.01524850592895207,0.000538054552684595
Item_18,0.0011065176001140802,0.07536689327988877,-0.011320248529665827,0.049272882726171904,-0.016237390421441806,-0.009094555630196798,0.028799219653196078,-0.0061359530504879614,-0.022032261439986607,-0.04661847619059992,-0.015119393646334637,0.034288297816959856,0.025045973841089066,-0.002646346402992476,-0.03228049001885738,-0.042041810826538475,-0.04275603233709018,-0.007492163815409489,-0.0037516215738099654,0.006220921836320461,-0.01939607576758484,-0.019079060623314114,0.002340210595761899,0.012002157525639084,-0.002246236924440642,-0.012242916131244492,0.0036495542386586863,0.005697928817657006,0.0016965752104842523,0.04172930434226518,0.001906536077793506,-0.016004735650171634,0.012460324568091046,0.011273522464628033,-0.01609357596626093,0.030379659662044287,-0.011080033823253042,-0.007980629644011512,-0.004778557841642295,-0.0016134484425343893,0.0017249037009347678,-0.007454449809625172,-0.012922722040954493,-0.006652255501067551,-0.008553140956768257,-0.006728297462595741,0.021730012606631884,-1.2749076225288333e-05,-0.013325549077711048
Item_19,-0.047130267018004164,-0.009228670521425467,-0.03917158348526522,-0.03547931794064308,-0.018181129171279196,-0.055220440671492795,-0.04484583291892,-0.016450936111702587,-0.010533320916438011,0.027333451695364143,0.016473365678917596,0.04713455263073322,0.009357025249444083,-0.007905372717682706,-0.02148749258402707,-0.02258467821208604,0.003043129502982508,-0.0051960627574015395,0.03978691415516497,-0.00960317457100939,-0.02377367980920446,0.032153508043313316,-0.02792650201372695,0.00783083273763958,0.004086768589914395,-0.004183732946314084,-0.014823313140201935,0.011740151291847967,-0.020310173823246822,0.01064765684578931,-0.024246335340867703,0.012743118524072434,0.011810810498616748,-0.019611997483061677,0.03296908442068118,0.00572026147581149,-0.014553284623228751,-0.019292124918588786,-0.0016539057921082067,-0.011837914747598918,-0.0072504646406102565,-0.00850369586447997,-0.007374294417211889,0.006410435699651259,-0.008395514840134611,-0.01917254378429959,-0.0036356557066539725,0.00022127459334468007,0.014843788776266046
Item_20,-0.03426160320081895,-0.030084988194247115,0.020808259994150334,0.01165146562384654,-0.04768162696079997,-0.02980516694914458,-0.011459515425575951,0.024419386659308987,-0.026762693676432314,-0.009879440217181545,-0.017355766568464288,0.05079815260852034,-0.0019446820759153004,0.0464521876964145,0.018832366766336595,-0.019957218549354738,-0.008472282341945858,0.02991949110142904,-0.008072615178220029,0.029677218127184622,-0.030127282779305417,0.005458049867685825,-0.010840304330416281,-0.011208131759403604,-0.04305460110076405,0.027574257679935193,0.006846309097413153,-0.004688256543630348,0.027369384654201443,-0.007492930762771746,0.0002817090034267982,0.02194613668791971,0.03203928340099187,-0.006608547919934098,0.019888486389065745,-0.018356239811209672,0.018483965562200607,0.008343234440166715,0.003102029478990377,0.01667929272733929,0.005146924488890735,0.012056837630694388,-0.012846341519894711,-0.0033387843186253544,0.005262063541553405,0.019743303149378444,0.0030698474854512544,-0.003572524688270265,-0.005714458078722194
Item_21,-0.029035817777392926,0.016433410342636814,0.004615066444233484,-0.006335564136542469,0.043685750115592815,-0.03156307270051169,-0.038787999515355345,0.007396356035172898,0.030332870789157557,0.06271932183207335,0.04476731561271279,-0.006989611556213984,-0.01264052666866426,0.024886142194298598,0.001911790479721992,-0.02066338044908878,-0.007400546369061461,-0.007749431516036362,-0.029037675873626635,0.0444183696201692,-0.0043930426761847165,-0.03822499633870866,-0.008034445094591815,0.031390708189169184,-0.019977086671076703,-0.010474663486574417,0.005457747384572612,-0.015110172871170956,0.0065551980686344834,-0.008781551413206459,-0.028846311154489292,-0.015695977135465645,-0.018943847617141088,0.010669541316749591,-0.021948658590748408,0.010375248640734209,0.012090523068035928,0.014188366972324857,0.0076850028454451096,-0.010830052369197408,-0.015466345619555484,0.011604834662941417,-0.013328610599215576,0.011115843787579266,-0.008782909452899255,-0.004776451301778924,-0.00803082289432358,-0.013554262166742893,-0.003240482326568004
Item_22,-0.029134128445655983,-0.040015397999934955,0.02037588708828659,0.033872023629758795,-0.0072577260565354716,-0.014795813063131083,0.002493462402923338,0.008916158714139581,-0.027178527320041525,-0.043686584334037194,0.0012804023558707503,-0.03592585347084826,-0.01925271391965611,0.0044582587939608394,0.019495169041546783,-0.008416066800413185,0.009934524732253413,-0.030600682833427692,0.047438636904761376,-0.033267543596700325,-0.04631369918639183,-0.017834152405083882,0.033744553771042074,-0.012086290734955159,-0.03418262532183758,0.013434563328975913,0.024133878086676427,-0.019708626777880864,-0.02083605629768263,-0.0008810133133737892,0.020379031733338302,-0.00027322564861731463,-0.034888944038603875,0.01244364120451533,0.0011970845753377238,0.005357980211100866,-0.0033449967848408206,-0.01592123229198195,0.014356918860333865,-0.001862398142728381,-0.018569932471249738,0.005337368855804324,0.0032292233012476686,0.008501668210955972,-0.01637310031628864,0.006863116685834838,0.0012750740357468854,-0.006276759802123807,0.00731476013434878
Item_23,-0.06002140430840047,-0.014710451014555667,0.01099230960763128,-0.045187250108671376,0.026153340876510063,0.046139479961212745,-0.05972107415443441,0.017039918039612686,-0.0339079630472967,0.005710657051173814,-0.006650773657603384,-0.044409191810139116,0.023439239496237267,-0.02724899497550622,-0.0029981297714600703,0.007047997555113788,-0.03344962360290141,-0.009927058133454314,0.006204494050081651,-0.005162840496093235,0.0035634737117215846,-0.0017582688148514687,0.014965492798171238,0.005459921822182026,-0.005947951887088597,0.020728447772360954,0.0050891751343997114,0.004001513927535645,0.016976906374954817,0.03746270435433199,-0.024686748543539836,-0.0010136301914693091,-0.00143956876013476,-0.008576911765763789,-0.0025032620178148854,0.025190515480589575,0.004111554769529839,-0.005843522206507911,-0.012440597224027539,-0.003181563349077878,0.03910714586069679,0.01584118744068278,0.0063823020126358545,0.001430235236160351,0.0003328968421720385,0.01621564074328724,-0.006888210302542105,0.010397864563985847,0.0030301211272628016
Item_24,0.025664897456046908,-0.016702324296988643,-0.0006781228446901188,-0.015952797772775206,-0.017841894818223823,0.01661270214894211,0.03845106278366194,0.030670563878637865,0.010359684599633339,-0.0002661941110155659,0.02997667056353963,0.007510728709364065,-0.05144631296948906,0.07737214408394677,-0.005337879967213065,-0.015210828512805124,0.01134657958712895,0.02476769218867898,-0.02128075760023077,-0.00045393293338354763,-0.0030655286371903605,0.04697757611450816,0.025314883093065423,0.03556427857059724,0.01180110227804588,0.0012851758553351822,0.002163609091074015,-2.322317650499902e-05,-0.007045266993776386,0.014122517683621313,-0.014977565070778987,0.0035945824273071517,-0.03789296261629694,0.011409663262619326,0.016326748576786145,0.011278939227755249,-0.0007643568262839465,0.007143352651721444,-0.0037451266568302457,0.006100228607156146,0.01628447681279167,-0.009333874334955196,0.00424800115093286,-0.018524048735722665,-0.016292472839354803,-0.0019772434267005035,0.00013160049542923822,0.013433262975267974,0.0015457348917881572
Item_25,0.04526994555325425,-0.006562408221421882,-0.01485458720073354,0.03854840159211185,0.06780579310941084,-0.004855032270033256,0.008949519723409283,0.03561231157242425,-0.03822491974498379,-0.009486103941866133,0.009972238158029204,-0.019849753473776703,0.0004701092270741265,-0.030475094864229283,-0.030432176036081175,-0.005600404420053283,-0.008632223142324166,0.02675024587321691,0.03439644130478103,0.017639152391385617,-0.008559048790332733,0.05743861496146986,-0.004382641865404928,0.023950164180675287,0.0020679047280955836,-0.009182175739092566,0.006704235961526147,-0.025552775949020657,0.008105301074935775,-0.008590092509213436,-0.0037471544234307244,-0.005583566835205563,0.017095419120104368,0.013587404484578151,-0.021426587214939764,0.0005521612044439884,-0.013619283123998892,0.015469039359272881,-0.012463670456275392,0.03304890081407108,-0.013568894487009705,0.002453087304522252,-0.006562851978458026,0.00864125503893421,0.010108234182663,0.004334523972531552,-0.003970379991973042,-0.0013974936616996134,0.013403318895385494
Item_26,0.0333200884143783,-0.04856061462330909,0.016668234096762064,0.0328122417291154,0.026530471387633595,-0.00044704553072686765,-0.024703116020623916,-0.019355231427368197,0.007809557488434464,-0.04905335591441083,0.026396996349016565,-0.038792619165343004,-0.016811025882531187,0.025509690699968193,-0.013749622368550088,-0.04378365654845528,-0.020733724134686677,-0.022358899624178426,-0.01868245787325819,-0.011753193365830892,0.046939753155462276,0.022691902748457806,-0.00775676840900194,-0.028912033794350558,-0.02394638811015998,-0.019417477044960687,-0.011821147699645833,0.008619374123372712,-0.022732475936136275,0.006192182155983079,0.00033313074604545285,0.022396641312589782,0.011245137316895165,-0.0016730447198001555,-0.001211496291701045,-0.01853754009869265,-0.015961272663448257,0.008242981736951024,-0.004019786195233982,-0.024344702849140084,0.018957200569775685,0.009489130253531208,-0.01062786338991656,-0.00919472824401131,0.00632270219811747,-0.005249148103250709,0.0011690906912534035,-0.018185252023845074,0.0013507850183032291
Item_27,-0.023675395534991206,0.018680875255619747,0.03064205962978049,0.05254016467188133,0.02310127681887665,-0.00675303305797736,0.018747651523798918,-0.01169378161818364,0.05504132829027922,0.05344238059614545,0.020978872841242547,-0.024423062192986008,-0.0060974618680851795,-0.012488611220298254,-0.020661529201862802,0.0035425913366900594,-0.03606030139142702,-0.004404460014668756,-0.0019760214957442452,-0.040332432439736825,-0.04551912416914896,0.01050812877919313,-0.032012530529062805,-0.007636068598893508,-0.014913638093570231,0.014029178969294499,-0.00916565894284115,-0.021154501555335298,0.015567079982621615,0.004705691381158191,0.0018929954459123448,-0.0018672659229265751,-0.006077857066888536,-0.009044869719954676,0.004423080948773153,-0.027175643831266624,-0.002004992266804968,0.008641228205080415,0.015473053596448301,0.010354786367171083,0.025300498057344235,-0.020904842144420538,0.021900928073956664,0.007050415776072508,0.003583681996557737,-0.00712273847533659,0.011760004258459718,0.0021970591970435984,-0.004658555051991898
Item_28,0.04292116735979998,-0.04000213465176109,-0.04173597071988477,0.0837561047309701,-0.0014335323026335959,0.002439315967588129,-0.016828132619367803,0.004718477361865302,0.015744121253140692,0.004659291601258503,0.0423142843516641,0.015669617285204954,-0.015513229593333157,-0.025018047172531286,0.020875837341553703,0.0015921941313578024,-0.02216084544253532,-0.020478463612807477,0.025990972292551436,-0.01984780357120903,0.03579440641379195,-0.006710755594978164,-0.007991450054488432,0.00048731230793382953,0.014612563114532531,-0.024662404716662215,0.0008058579025150065,-0.007550842398497718,0.012891327364651506,-0.012268569855795261,-0.024491050875368528,-0.006516791213327988,-0.001344706115572171,-0.01925252563508979,0.022236871102389085,0.017715062970895375,0.028812135648978252,-0.022628449709287284,0.011178735452658604,0.007136882483354613,-0.01335958444804504,-0.003682674276664603,-0.0013519076659005529,-0.015438067487599511,0.005711482127907853,0.016244362333203175,-0.003544623947775256,0.008355573135747443,-0.011146919753535038
