,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50
Item_11,-0.07228020762419743,-0.01250963936281544,-0.015330428164899169,0.02942747063289632,-0.12806352139434804,0.0008406857742341081,-0.03383784143607575,-0.007961243989614352,-0.06295603617518722,-0.06909873164132303,1.0,-0.01437690784863431,-0.02141734943461582,-0.0028204130492356506,0.007697210675795619,-0.005546865706190108,-0.03965843377742048,-0.06390244514479693,-0.014861253523963601,0.09413886900132357,-0.051762913070182215,-0.04154116096459825,-0.007952719858837713,-0.025790161020362412,-0.10367704403616772,-0.046041008008171076,-0.04983893273224827,0.05468835566580912,0.008116385250846727,-0.04637932658712946,0.03322916263788381,0.06509757227561318,-0.09563794580227014,-0.04749446469870527,-0.027269307422947434,-0.07095205570979049,-0.04088066110763536,0.03506840771869714,0.0015090533897673527,-0.11141480931437918,-0.0010088185447223912,-0.09974493343834893,-0.0763950706916943,-0.03222030958285896,-0.038141458587801144,-0.020101758093770968,-0.06703028896960402,-0.09698539238881893,0.06535799373848575,0.02921810773112112
Item_12,0.047952219392187995,-0.07288883985369107,0.01403574671292428,-0.11037653869792914,-0.10834500118009588,-0.032573257113159705,-0.006420452764531406,-0.05220447842523046,-0.020516841687411635,-0.03608116013436011,-0.01437690784863431,1.0,-0.028987022495912715,0.054367792660696274,-0.08095593887095706,-0.007652900418967007,-0.07840466993879257,0.013871128586662115,-0.07671252942397885,-0.03518337154178421,-0.04816155625078473,-0.0372394261934778,-0.08375856128307138,-0.03158458066518317,0.04123581991784132,-0.07723184608632962,0.016375986208872994,0.014677042249984588,-0.028658161801555573,-0.06501035783195942,-0.04630525581128677,0.004285625080621199,-0.0023657683452908327,0.008829284854294251,-0.0254555272804152,-0.027434374440160125,0.008800733211010742,0.008524475641586173,-0.03821944557866609,-0.0802071796446996,0.037080680554378055,0.026421085607382967,-0.029644755527999018,-0.0016431433405432055,-0.08379299709680431,-0.0228110218377452,-0.10032845763956709,-0.04228917182765179,0.05940449730377618,0.008418689450097825
Item_13,-0.08229616248985774,0.03357221206543693,-0.08109071370344988,0.057277767429630734,-0.03470775958711825,0.048070581454760467,-0.004333434509393612,-0.06871249811174625,-0.12119189420908459,-0.12636797358516239,-0.02141734943461582,-0.028987022495912715,1.0,-0.017962559150123163,-0.04763609474682085,-0.03322502581776176,-0.027663954544630356,-0.10175705107690551,0.02695481253180805,-0.06018005201062421,-0.012913411182796831,-0.01511743140327221,0.06480772780048985,-0.07596340491242652,-0.060517145711703246,-0.04592605369764895,-0.08207504078109508,-0.0972806320830826,-0.05445972345616971,-0.03720176237024434,-0.04789659810607518,-0.06591152101514579,-0.06036563901340331,0.011202127720459093,0.004793334800650511,0.03140995984461489,-0.009252889274278584,-0.026167698357643585,-0.05643429181676275,-0.022218249182658533,0.06174011605320107,-0.03710621855212312,-0.03384748300823626,-0.021103080479328348,-0.0030196940881516607,-0.06832198179723088,-0.04065138540633516,-0.005381735319711373,-0.05384566649347535,-0.0075590881817903105
Item_14,-0.09803499300582788,-0.09632751733707616,0.045818434037323316,-0.07295737173231905,-0.008213809501301798,5.364792834831873e-05,0.005044322732796786,-0.07784829554410437,-0.044520026318494145,0.07018489170152645,-0.0028204130492356506,0.054367792660696274,-0.017962559150123163,1.0,-0.002072614730088185,0.0713155147148024,-0.07019365835308411,-0.05943523347043061,-0.08345167052924447,0.005187420340060097,-0.04500651596729722,-0.03795211105527537,0.18070239289551668,-0.007256569919373106,-0.036468260332416055,-0.038284887741024134,-0.035857159991076054,-0.10710950772925283,-0.08354161857542135,-0.052016940447279676,-0.033870464599392386,-0.002431048549021728,-0.01614748521547116,-0.029265974503654972,-0.09123807392675938,-0.04942404924980909,-0.028360825774103784,-0.00014372423755939484,-0.01587363435463277,-0.12082802681718617,-0.10102311304393831,-0.020295123826568534,-0.014617796626860089,-0.06622409915367818,-0.024396898913059108,0.11356206159273431,-0.012658394554236405,-0.09541124496129447,-0.025047393812319407,-0.04482206429897961
Item_15,-0.09164032382270151,0.00799628828909825,-0.03918654045754286,0.003012271072234233,-0.01838526459370085,-0.05145380239629253,-0.053209516413671915,-0.03642634165010495,-0.10084070110971839,-0.024108606672534675,0.007697210675795619,-0.08095593887095706,-0.04763609474682085,-0.002072614730088185,1.0,0.034119244311845015,0.025130590843653766,0.002983176361066006,-0.015429335668938535,-0.014776548597486283,-0.06403549056313286,-0.05729821532203305,0.0474024256957053,-0.029771556852993392,0.001516912343200466,-0.03800726574908082,-0.027543154817054324,-0.10414613611309395,-0.08878434549371028,0.06318702999287396,-0.06162502045916074,-0.07863354075130809,-0.17320196818795056,0.09159331970480991,-0.036480297942175,-0.043257000310888055,-0.001000296230603365,-0.03386076718902987,-0.058421391665298444,0.06687517491994789,-0.06503236802764431,-0.0031144853778662437,-0.08769366723785224,-0.04125686906797957,-0.012021389144626159,-0.05499005642532698,0.05174530687982664,-0.08419711542373838,-0.040552149262321924,-0.05966028023257124
Item_16,-0.04768221085473992,-0.08530911185244379,0.020416561954559903,-0.11281785164950514,-0.04535696851212308,-0.09641978263695339,-0.06243675055584568,0.046229033606311094,-0.09721372340112241,-0.07251675421070435,-0.005546865706190108,-0.007652900418967007,-0.03322502581776176,0.0713155147148024,0.034119244311845015,1.0,-0.07754155400237134,-0.1265358904819168,0.05048841910361641,-0.09010697389053753,0.03336170591585013,-0.04752639992094651,-0.019387648269566765,-0.029215656611216344,-0.10422444997187598,-0.017233110099266882,0.04209641050459722,-0.16442860542129345,-0.0830058441412153,-0.06279569328161194,-0.058928867647738484,0.004532081411264861,-0.0007965554603291295,-0.07175252015722622,0.016180762727795967,0.01917851288864305,0.05167056941910064,-0.07623804051482584,-0.08394939157263473,-0.024336743118870158,-0.08053170754538125,-0.06297664606589469,0.019002415514856288,-0.006735882841805982,-0.012503142899894603,-0.014184030740989935,-0.07971093304991256,-0.02873354391639178,0.038064841305484765,-0.033205801899763666
Item_17,0.01621648610174658,0.005062287693162879,-0.09059538132517968,-0.026089385884896576,-0.01498316608482012,-0.06419438794472516,-0.019301741376471525,-0.0424079220131955,0.0038596398096920246,-0.01361279964633573,-0.03965843377742048,-0.07840466993879257,-0.027663954544630356,-0.07019365835308411,0.025130590843653766,-0.07754155400237134,1.0,-0.05839005909959778,0.030088258180201825,-0.04856357489761452,-0.07417718240817633,-0.06417248867330116,-0.07003658884049775,0.012001899517938239,-0.034293895242992284,-0.13280990351416075,-0.010423825362920967,-0.018896966382359076,-0.061389174719266165,-0.02300988267786336,0.007107525536638959,0.002937723525560434,-0.0361051673846954,-0.07933296615871897,-0.06674354897643944,0.04834848045839908,0.009507335991099649,0.05512174988978018,-0.041024092330173456,-0.017571002928447012,0.01686741960726427,-0.11306597508723801,-0.10304407756090934,0.020848198853066494,-0.06511332593343172,-0.0016579611164605588,-0.00011393419055375451,-0.058875655258462806,-0.042911731607059925,0.050579788816379256
Item_18,-0.12117605438673099,0.08338938254675148,-0.04442675571597976,0.009864837380189565,-0.06994504612760043,-0.054305088455887725,-0.031017513594213588,-0.0832415376152473,-0.13194706373692902,-0.07091985352480638,-0.06390244514479693,0.013871128586662115,-0.10175705107690551,-0.05943523347043061,0.002983176361066006,-0.1265358904819168,-0.05839005909959778,1.0,-0.017293398756363224,-0.004528745339571738,-0.08311427780156044,-0.024231443069729224,-0.08116773968475449,-0.08081032740673147,0.03607451949414368,-0.05358441942297548,-0.028489379117206566,-0.04971707893013293,-0.08729034321102178,-0.03560287441650361,-0.11048753038739413,-0.02778686314046384,-0.08779323962243527,-0.05081735923922091,0.08269003368345727,0.008318697726334,0.11411960228334381,-0.08686146914642516,0.0312797814045434,0.013441280634610317,-0.062012237626977544,0.03845003771364433,-0.04908252406337337,-0.04162166195236918,-0.025649969128808202,0.12679138610727517,-0.0034678116240349473,0.002694069017602358,0.01893575240093828,-0.04038879163565128
Item_19,-0.14267031454315265,0.004417668540589463,-0.0343513218152944,0.05497330198868405,-0.07373816589540207,-0.058520360379947046,-0.07906963353440236,0.013148947689836083,-0.022596143412588872,-0.0009011637158630224,-0.014861253523963601,-0.07671252942397885,0.02695481253180805,-0.08345167052924447,-0.015429335668938535,0.05048841910361641,0.030088258180201825,-0.017293398756363224,1.0,0.09130130310483321,0.020304036386712725,-0.06583267187025775,0.02091805886041278,-0.07382212995371686,-0.07502926438807002,-0.09485336422735015,-0.02442936720500479,-0.0021102922107388484,0.00646294538038421,-0.06765813927016649,-9.995236194977525e-05,0.024240948644258187,-0.08140879270787758,-0.05186209609879705,0.021780977832296797,0.07869214528653092,-0.1604528328016235,-0.005488185471780114,-0.05615277609594281,0.042221397653208426,0.029222213105609525,-0.0352378734685166,-0.0714610649066199,-0.013240310029735927,-0.07692624041945792,-0.12665207673622098,-0.12587487731861383,-0.01563674558270999,-0.06290291003404407,-0.039847645788871386
Item_20,-0.06089260508609939,0.0024311944012163807,0.061927081609905565,-0.05773200144339619,-0.05967418179023622,-0.027784239654637773,-0.019989833955909624,-0.11465226140715987,-0.017992750113439846,0.00035647514279784986,0.09413886900132357,-0.03518337154178421,-0.06018005201062421,0.005187420340060097,-0.014776548597486283,-0.09010697389053753,-0.04856357489761452,-0.004528745339571738,0.09130130310483321,1.0,-0.02960458194518699,0.03584799775126443,-0.07070197907514573,0.03314555096461536,-0.09428359839736337,-0.06278257493670378,-0.06327420460005498,-0.11176999828009208,-0.040551017704166345,-0.03014897926798277,-0.07368958178056705,-0.023311008630835153,-0.0012208698464664118,-0.10226506329114796,-0.03466834286709558,-0.03004907088543163,-0.04249831897863511,0.07383757613050992,-0.019995150107689975,-0.06767369928509981,-0.03301229346317805,-0.0025060428280773727,0.0022859319685377003,-0.019962482550143858,-0.003378908040023183,-0.015916507042435208,-0.09792389880330754,-0.10720669966713173,-0.032727085654132244,-0.014232858392675636
Item_21,-0.10438594143347947,-0.0452060409764703,-0.10819360889571127,-0.10144952960707616,0.05854341363813173,0.004102202168372143,-0.07673281831357726,-0.017704041584307318,-0.01154146495869599,-0.04061201576446651,-0.051762913070182215,-0.04816155625078473,-0.012913411182796831,-0.04500651596729722,-0.06403549056313286,0.03336170591585013,-0.07417718240817633,-0.08311427780156044,0.020304036386712725,-0.02960458194518699,1.0,-0.1111216060430668,0.022929264693304776,-0.0005711859509480756,-0.05344341809002883,-0.06442067352666787,0.08330486491843091,-0.029401510451360496,-0.06813715750640859,-0.07119116957780532,-0.12959970558630143,-0.08116634885268335,-0.06020723133485021,0.021615424943527688,-0.013515659069637812,-0.017931034050463115,-0.026079445314649032,0.05008793662892558,-0.058293909143029364,0.026592632517741226,-0.021142227625578762,-0.013508799005895305,-0.0901186324259536,-0.011064809993342,-0.01844472137328809,-0.04036137730306077,-0.12007140692202997,-0.06291925140359186,-0.0744897284651605,0.004669381993435696
Item_22,-0.05830838588865434,-0.02744512674311135,0.01588732115424665,-0.011983262503902208,-0.01072765269542071,-0.01244777913250444,-0.07631747741535055,-0.05382979558891276,-0.0031817881333090787,-0.0549869966946447,-0.04154116096459825,-0.0372394261934778,-0.01511743140327221,-0.03795211105527537,-0.05729821532203305,-0.04752639992094651,-0.06417248867330116,-0.024231443069729224,-0.06583267187025775,0.03584799775126443,-0.1111216060430668,1.0,0.011077390955461383,-0.03953533339336127,-0.025973365263262858,0.03823129527016236,0.005893733892357364,0.00279285283880389,-0.04581867704278464,-0.06843776848690411,-0.033958563852412305,0.06372649156539187,-0.010761226638962628,-0.15097341798133546,-0.0740236086563473,-0.0636870035915444,-0.041943268257945164,0.06869117099403131,-0.11709475850027906,-0.029897267063132758,-0.03194002708578898,0.006670963129150067,-0.0042755281541954175,-0.0374039718233664,-0.027732844806284972,-0.07636955076406152,-0.07587067700237998,-0.09332055461023843,0.026138301020587822,0.015807521597411046
Item_23,-0.06651501019562604,-0.053305664941384556,0.0025510707563976514,-0.011189211653827955,-0.031476189932828705,0.006178039681270804,-0.021868800275698017,-0.025526045666429506,-0.05853859518839018,-0.03905296242699362,-0.007952719858837713,-0.08375856128307138,0.06480772780048985,0.18070239289551668,0.0474024256957053,-0.019387648269566765,-0.07003658884049775,-0.08116773968475449,0.02091805886041278,-0.07070197907514573,0.022929264693304776,0.011077390955461383,1.0,-0.14341517704355913,-0.03540669361775977,-0.03388393678575917,-0.04312948020118101,-0.12840117253935818,0.011621153165954249,-0.051892853943742934,0.039365033143455956,-0.013734624492424007,-0.051683549367381384,0.04435423139169943,-0.10285454923065322,-0.05682922613445784,-0.059798225035376996,-0.016240701935513493,-0.1839351040450689,-0.029067796902553983,-0.050544417253478864,-0.07780300728772283,-0.023492720276636573,-0.005500249017483095,-0.08167196908674482,-0.05016718220914418,-0.07288706538454605,-0.10722825934064266,-0.0686947434587567,0.008266888619790327
Item_24,-0.0169635936351273,0.010503264749931107,-0.05059349890257146,-0.001720134170175559,-0.07146389968236892,0.039389704443793104,-0.017240663295401602,-0.05453974832375044,-0.030912284429854883,-0.11382413514609815,-0.025790161020362412,-0.03158458066518317,-0.07596340491242652,-0.007256569919373106,-0.029771556852993392,-0.029215656611216344,0.012001899517938239,-0.08081032740673147,-0.07382212995371686,0.03314555096461536,-0.0005711859509480756,-0.03953533339336127,-0.14341517704355913,1.0,-0.0020067258382660243,0.027623694920940904,-0.07106867032594055,-0.05713036558868252,-0.028823627991545565,-0.08367355756386538,-0.011509403546548093,-0.030351929297194186,-0.0045307272171465586,-0.012948515383362587,-0.009155133155610713,-0.019066700201209656,-0.05155590671038627,0.004298993732706577,-0.047058941792339985,-0.0543943048041672,-0.010280664902886682,-0.12098121644332377,0.030003823891275077,-0.0332179700502586,0.07614507143873848,-0.06756322360058888,0.07312466955373675,-0.037411404027447685,-0.0414110351978139,-0.123873405106313
Item_25,0.02216767814248668,-0.05229145177064228,-0.0683374082725274,-0.07129172562606297,-0.04676783321123197,-0.011769468045432304,-0.08621312958712213,-0.07731574978174226,0.10631302595924713,-0.060944006607975686,-0.10367704403616772,0.04123581991784132,-0.060517145711703246,-0.036468260332416055,0.001516912343200466,-0.10422444997187598,-0.034293895242992284,0.03607451949414368,-0.07502926438807002,-0.09428359839736337,-0.05344341809002883,-0.025973365263262858,-0.03540669361775977,-0.0020067258382660243,1.0,0.03375997048963017,0.008086392118161718,0.07401375092867477,-0.00013215249312518228,-0.015799080631918986,0.05368213525828475,-0.09290266002462835,-0.006057724754160477,-0.024756758658689263,-0.061751818134259465,-0.015996122855479255,-0.050538673144226255,-0.09540390983092933,-0.1029330896545285,-0.030727617309776512,0.007629430313015952,0.08829270060997348,-0.06836866931092371,-0.10046832851749815,-0.069818736908129,-0.05474345772407682,-0.05983621813437263,-0.06384304787856492,-0.10917991224180404,-0.05842325242160599
Item_26,-0.040568553100553885,-0.09156055197168511,-0.05285016898014899,-0.05686190045022439,-0.02124915186940537,-0.07734514838624616,-0.0004896444224355086,-0.03223588070930993,0.035345821959652884,0.11028000147640052,-0.046041008008171076,-0.07723184608632962,-0.04592605369764895,-0.038284887741024134,-0.03800726574908082,-0.017233110099266882,-0.13280990351416075,-0.05358441942297548,-0.09485336422735015,-0.06278257493670378,-0.06442067352666787,0.03823129527016236,-0.03388393678575917,0.027623694920940904,0.03375997048963017,1.0,-0.021574930056572586,0.10208209932646987,0.005889789001608196,-0.11394171790529452,-0.11140910318468589,-0.024148276734700984,0.046513489284453195,-0.06626267761809326,-0.017132532212969096,-0.06847198182366324,0.008847570191773286,-0.020313868029303267,-0.055804656942437914,-0.06918716603530464,-0.055634970057326046,-0.04170949166435412,-0.04378832657277163,-0.007124025110232108,-0.024926369722710798,-0.022648860214898967,-0.04922197327584689,-0.09700351831864448,-0.07431228981340963,-0.09532748453633413
Item_27,-0.03091171391352395,-0.02881557641538767,-0.04160377584110802,-0.08492900020944552,-0.015528329338428152,0.00011337380001088039,-0.13972140885249248,-0.07414505068143254,-0.09383921943404773,-0.0767906148857977,-0.04983893273224827,0.016375986208872994,-0.08207504078109508,-0.035857159991076054,-0.027543154817054324,0.04209641050459722,-0.010423825362920967,-0.028489379117206566,-0.02442936720500479,-0.06327420460005498,0.08330486491843091,0.005893733892357364,-0.04312948020118101,-0.07106867032594055,0.008086392118161718,-0.021574930056572586,1.0,0.017133566707581222,-0.07117563226382687,-0.024828687521075657,-0.11680596227465859,-0.030110811232703538,-0.015360963835223371,-0.018829333766206886,-0.055242969273539694,-0.11060841960465931,0.023081907484331525,-0.03333460207918437,0.017594443552396765,-0.10554231145856642,-0.009588142194668888,-0.0958161054980431,-0.061386289407562515,-0.027447279732453034,-0.12555878981664678,0.028410353482323583,-0.04902769998305044,0.04604421971725853,0.07801527594564908,-0.02602767721474232
